CycD_x,CycD_y,CycE_x,CycE_y,CycA_x,CycA_y,CycB_x,CycB_y,E2F_x,E2F_y,p27_x,p27_y,Rb_x,Rb_y,YAP_x,YAP_y,Cdc20_x,Cdc20_y,UbcH10_x,UbcH10_y,cdh1_x,cdh1_y,NF2_x,NF2_y,LATS_x,LATS_y
12.,0.88,12.,0.03,12.,0.,12.,0.,12.,0.13,12.,0.12,12.,0.18,12.,0.59,12.,0.,12.,0.,12.,1.,12.,0.35,12.,0.37
13.,0.88,13.,0.03,13.,0.,13.,0.,13.,0.15,13.,0.13,13.,0.17,13.,0.59,13.,0.,13.,0.,13.,1.,13.,0.35,13.,0.37
14.,0.89,14.,0.03,14.,0.,14.,0.,14.,0.17,14.,0.13,14.,0.14,14.,0.6,14.,0.,14.,0.,14.,1.,14.,0.35,14.,0.36
15.,0.89,15.,0.03,15.,0.,15.,0.,15.,0.17,15.,0.12,15.,0.13,15.,0.59,15.,0.,15.,0.,15.,1.,15.,0.35,15.,0.36
16.,0.89,16.,0.03,16.,0.01,16.,0.,16.,0.19,16.,0.12,16.,0.13,16.,0.58,16.,0.,16.,0.,16.,1.,16.,0.35,16.,0.36
17.,0.9,17.,0.03,17.,0.02,17.,0.,17.,0.2,17.,0.13,17.,0.13,17.,0.58,17.,0.,17.,0.,17.,0.99,17.,0.35,17.,0.36
18.,0.9,18.,0.03,18.,0.03,18.,0.,18.,0.19,18.,0.12,18.,0.12,18.,0.6,18.,0.,18.,0.,18.,0.99,18.,0.35,18.,0.35
19.,0.91,19.,0.03,19.,0.03,19.,0.,19.,0.21,19.,0.12,19.,0.11,19.,0.61,19.,0.,19.,0.,19.,0.99,19.,0.35,19.,0.35
20.,0.91,20.,0.05,20.,0.03,20.,0.,20.,0.2,20.,0.1,20.,0.11,20.,0.61,20.,0.,20.,0.,20.,0.99,20.,0.35,20.,0.35
21.,0.9,21.,0.05,21.,0.03,21.,0.,21.,0.21,21.,0.11,21.,0.11,21.,0.61,21.,0.,21.,0.,21.,0.98,21.,0.35,21.,0.35
22.,0.9,22.,0.05,22.,0.04,22.,0.,22.,0.22,22.,0.1,22.,0.11,22.,0.62,22.,0.,22.,0.,22.,0.98,22.,0.35,22.,0.35
23.,0.89,23.,0.05,23.,0.04,23.,0.,23.,0.22,23.,0.11,23.,0.11,23.,0.62,23.,0.,23.,0.,23.,0.97,23.,0.35,23.,0.35
24.,0.89,24.,0.05,24.,0.04,24.,0.01,24.,0.22,24.,0.11,24.,0.11,24.,0.63,24.,0.,24.,0.,24.,0.97,24.,0.35,24.,0.35
25.,0.88,25.,0.04,25.,0.05,25.,0.01,25.,0.24,25.,0.11,25.,0.11,25.,0.63,25.,0.,25.,0.,25.,0.97,25.,0.35,25.,0.35
26.,0.89,26.,0.05,26.,0.05,26.,0.01,26.,0.24,26.,0.11,26.,0.11,26.,0.63,26.,0.,26.,0.,26.,0.97,26.,0.35,26.,0.35
27.,0.89,27.,0.05,27.,0.06,27.,0.01,27.,0.26,27.,0.11,27.,0.12,27.,0.64,27.,0.,27.,0.,27.,0.97,27.,0.35,27.,0.35
28.,0.89,28.,0.04,28.,0.06,28.,0.01,28.,0.27,28.,0.11,28.,0.11,28.,0.64,28.,0.,28.,0.,28.,0.96,28.,0.35,28.,0.35
29.,0.89,29.,0.04,29.,0.06,29.,0.01,29.,0.28,29.,0.12,29.,0.11,29.,0.64,29.,0.,29.,0.,29.,0.95,29.,0.35,29.,0.35
30.,0.88,30.,0.04,30.,0.06,30.,0.02,30.,0.27,30.,0.12,30.,0.11,30.,0.64,30.,0.,30.,0.,30.,0.95,30.,0.35,30.,0.35
31.,0.87,31.,0.04,31.,0.06,31.,0.02,31.,0.27,31.,0.12,31.,0.11,31.,0.64,31.,0.,31.,0.,31.,0.95,31.,0.35,31.,0.35
32.,0.87,32.,0.06,32.,0.06,32.,0.02,32.,0.28,32.,0.12,32.,0.12,32.,0.64,32.,0.,32.,0.,32.,0.95,32.,0.35,32.,0.35
33.,0.87,33.,0.06,33.,0.06,33.,0.02,33.,0.28,33.,0.12,33.,0.12,33.,0.64,33.,0.,33.,0.,33.,0.95,33.,0.35,33.,0.35
34.,0.87,34.,0.06,34.,0.06,34.,0.02,34.,0.29,34.,0.12,34.,0.12,34.,0.64,34.,0.,34.,0.,34.,0.95,34.,0.35,34.,0.35
35.,0.87,35.,0.06,35.,0.06,35.,0.02,35.,0.3,35.,0.12,35.,0.12,35.,0.64,35.,0.,35.,0.,35.,0.94,35.,0.35,35.,0.35
36.,0.87,36.,0.06,36.,0.06,36.,0.02,36.,0.29,36.,0.12,36.,0.12,36.,0.64,36.,0.,36.,0.01,36.,0.94,36.,0.35,36.,0.35
37.,0.87,37.,0.07,37.,0.07,37.,0.02,37.,0.31,37.,0.12,37.,0.12,37.,0.65,37.,0.,37.,0.01,37.,0.94,37.,0.35,37.,0.35
38.,0.87,38.,0.08,38.,0.07,38.,0.02,38.,0.31,38.,0.12,38.,0.12,38.,0.65,38.,0.,38.,0.01,38.,0.93,38.,0.35,38.,0.35
39.,0.86,39.,0.08,39.,0.08,39.,0.02,39.,0.34,39.,0.12,39.,0.12,39.,0.65,39.,0.,39.,0.01,39.,0.93,39.,0.35,39.,0.35
40.,0.86,40.,0.07,40.,0.09,40.,0.02,40.,0.37,40.,0.12,40.,0.13,40.,0.65,40.,0.,40.,0.01,40.,0.93,40.,0.35,40.,0.35
41.,0.85,41.,0.09,41.,0.1,41.,0.02,41.,0.36,41.,0.12,41.,0.13,41.,0.65,41.,0.,41.,0.01,41.,0.93,41.,0.35,41.,0.35
42.,0.85,42.,0.09,42.,0.1,42.,0.03,42.,0.36,42.,0.12,42.,0.13,42.,0.65,42.,0.,42.,0.02,42.,0.92,42.,0.35,42.,0.35
43.,0.84,43.,0.08,43.,0.1,43.,0.03,43.,0.37,43.,0.13,43.,0.14,43.,0.65,43.,0.,43.,0.02,43.,0.91,43.,0.35,43.,0.35
44.,0.84,44.,0.08,44.,0.11,44.,0.03,44.,0.37,44.,0.13,44.,0.14,44.,0.65,44.,0.,44.,0.02,44.,0.91,44.,0.35,44.,0.35
45.,0.84,45.,0.08,45.,0.11,45.,0.03,45.,0.38,45.,0.14,45.,0.14,45.,0.65,45.,0.,45.,0.02,45.,0.91,45.,0.35,45.,0.35
46.,0.84,46.,0.08,46.,0.11,46.,0.03,46.,0.36,46.,0.14,46.,0.14,46.,0.65,46.,0.,46.,0.02,46.,0.9,46.,0.35,46.,0.35
47.,0.83,47.,0.08,47.,0.11,47.,0.03,47.,0.36,47.,0.15,47.,0.14,47.,0.65,47.,0.01,47.,0.02,47.,0.9,47.,0.35,47.,0.35
48.,0.8,48.,0.08,48.,0.11,48.,0.03,48.,0.36,48.,0.16,48.,0.14,48.,0.65,48.,0.01,48.,0.02,48.,0.89,48.,0.35,48.,0.35
49.,0.8,49.,0.08,49.,0.11,49.,0.03,49.,0.36,49.,0.17,49.,0.15,49.,0.65,49.,0.01,49.,0.02,49.,0.89,49.,0.35,49.,0.35
50.,0.79,50.,0.1,50.,0.11,50.,0.03,50.,0.37,50.,0.18,50.,0.15,50.,0.65,50.,0.01,50.,0.02,50.,0.88,50.,0.35,50.,0.35
51.,0.78,51.,0.1,51.,0.13,51.,0.03,51.,0.36,51.,0.18,51.,0.17,51.,0.65,51.,0.02,51.,0.03,51.,0.88,51.,0.35,51.,0.35
52.,0.78,52.,0.11,52.,0.12,52.,0.03,52.,0.38,52.,0.18,52.,0.17,52.,0.65,52.,0.02,52.,0.03,52.,0.87,52.,0.35,52.,0.35
53.,0.78,53.,0.11,53.,0.12,53.,0.03,53.,0.38,53.,0.19,53.,0.18,53.,0.65,53.,0.02,53.,0.03,53.,0.86,53.,0.35,53.,0.35
54.,0.78,54.,0.11,54.,0.13,54.,0.03,54.,0.37,54.,0.19,54.,0.18,54.,0.65,54.,0.02,54.,0.03,54.,0.86,54.,0.35,54.,0.35
55.,0.77,55.,0.11,55.,0.14,55.,0.03,55.,0.36,55.,0.2,55.,0.18,55.,0.65,55.,0.01,55.,0.04,55.,0.86,55.,0.35,55.,0.35
56.,0.77,56.,0.09,56.,0.14,56.,0.03,56.,0.37,56.,0.21,56.,0.19,56.,0.65,56.,0.01,56.,0.05,56.,0.85,56.,0.35,56.,0.35
57.,0.77,57.,0.09,57.,0.14,57.,0.03,57.,0.37,57.,0.22,57.,0.2,57.,0.65,57.,0.01,57.,0.05,57.,0.85,57.,0.35,57.,0.35
58.,0.77,58.,0.09,58.,0.14,58.,0.03,58.,0.38,58.,0.22,58.,0.2,58.,0.65,58.,0.01,58.,0.04,58.,0.85,58.,0.35,58.,0.35
59.,0.77,59.,0.1,59.,0.14,59.,0.03,59.,0.36,59.,0.22,59.,0.2,59.,0.65,59.,0.01,59.,0.04,59.,0.85,59.,0.35,59.,0.35
60.,0.76,60.,0.1,60.,0.14,60.,0.03,60.,0.36,60.,0.23,60.,0.21,60.,0.65,60.,0.01,60.,0.04,60.,0.85,60.,0.35,60.,0.35
61.,0.76,61.,0.1,61.,0.15,61.,0.02,61.,0.36,61.,0.23,61.,0.21,61.,0.65,61.,0.01,61.,0.04,61.,0.85,61.,0.35,61.,0.35
62.,0.76,62.,0.11,62.,0.15,62.,0.02,62.,0.35,62.,0.23,62.,0.21,62.,0.65,62.,0.01,62.,0.04,62.,0.86,62.,0.35,62.,0.35
63.,0.76,63.,0.11,63.,0.15,63.,0.03,63.,0.35,63.,0.23,63.,0.23,63.,0.65,63.,0.01,63.,0.05,63.,0.86,63.,0.35,63.,0.35
64.,0.76,64.,0.11,64.,0.16,64.,0.03,64.,0.35,64.,0.24,64.,0.23,64.,0.65,64.,0.01,64.,0.05,64.,0.85,64.,0.35,64.,0.35
65.,0.76,65.,0.11,65.,0.16,65.,0.04,65.,0.35,65.,0.24,65.,0.23,65.,0.65,65.,0.,65.,0.06,65.,0.85,65.,0.35,65.,0.35
66.,0.76,66.,0.12,66.,0.17,66.,0.04,66.,0.34,66.,0.24,66.,0.23,66.,0.65,66.,0.,66.,0.06,66.,0.85,66.,0.35,66.,0.35
67.,0.76,67.,0.12,67.,0.17,67.,0.04,67.,0.34,67.,0.24,67.,0.23,67.,0.65,67.,0.,67.,0.06,67.,0.84,67.,0.35,67.,0.35
68.,0.76,68.,0.12,68.,0.17,68.,0.04,68.,0.35,68.,0.24,68.,0.23,68.,0.65,68.,0.,68.,0.06,68.,0.84,68.,0.35,68.,0.35
69.,0.76,69.,0.12,69.,0.17,69.,0.04,69.,0.35,69.,0.24,69.,0.23,69.,0.65,69.,0.,69.,0.06,69.,0.84,69.,0.35,69.,0.35
70.,0.76,70.,0.13,70.,0.17,70.,0.04,70.,0.35,70.,0.24,70.,0.24,70.,0.65,70.,0.,70.,0.06,70.,0.84,70.,0.35,70.,0.35
71.,0.75,71.,0.13,71.,0.18,71.,0.05,71.,0.36,71.,0.25,71.,0.24,71.,0.65,71.,0.01,71.,0.06,71.,0.85,71.,0.35,71.,0.35
72.,0.75,72.,0.13,72.,0.18,72.,0.05,72.,0.35,72.,0.25,72.,0.24,72.,0.65,72.,0.01,72.,0.06,72.,0.84,72.,0.35,72.,0.35
73.,0.75,73.,0.14,73.,0.18,73.,0.05,73.,0.36,73.,0.25,73.,0.24,73.,0.65,73.,0.01,73.,0.06,73.,0.84,73.,0.35,73.,0.35
74.,0.75,74.,0.14,74.,0.18,74.,0.04,74.,0.38,74.,0.25,74.,0.24,74.,0.65,74.,0.01,74.,0.06,74.,0.84,74.,0.35,74.,0.35
75.,0.75,75.,0.14,75.,0.18,75.,0.04,75.,0.38,75.,0.25,75.,0.24,75.,0.65,75.,0.01,75.,0.06,75.,0.84,75.,0.35,75.,0.35
76.,0.75,76.,0.15,76.,0.19,76.,0.05,76.,0.37,76.,0.25,76.,0.24,76.,0.65,76.,0.01,76.,0.06,76.,0.84,76.,0.35,76.,0.35
77.,0.75,77.,0.14,77.,0.19,77.,0.05,77.,0.37,77.,0.25,77.,0.24,77.,0.65,77.,0.01,77.,0.07,77.,0.84,77.,0.35,77.,0.35
78.,0.75,78.,0.14,78.,0.19,78.,0.05,78.,0.37,78.,0.25,78.,0.25,78.,0.65,78.,0.01,78.,0.07,78.,0.84,78.,0.35,78.,0.35
79.,0.75,79.,0.14,79.,0.19,79.,0.06,79.,0.36,79.,0.25,79.,0.25,79.,0.65,79.,0.02,79.,0.08,79.,0.84,79.,0.35,79.,0.35
80.,0.75,80.,0.15,80.,0.18,80.,0.06,80.,0.38,80.,0.25,80.,0.25,80.,0.65,80.,0.02,80.,0.08,80.,0.84,80.,0.35,80.,0.35
81.,0.75,81.,0.15,81.,0.19,81.,0.06,81.,0.38,81.,0.25,81.,0.25,81.,0.65,81.,0.02,81.,0.08,81.,0.83,81.,0.35,81.,0.35
82.,0.75,82.,0.16,82.,0.19,82.,0.06,82.,0.38,82.,0.25,82.,0.25,82.,0.65,82.,0.02,82.,0.08,82.,0.83,82.,0.35,82.,0.35
83.,0.75,83.,0.16,83.,0.2,83.,0.06,83.,0.39,83.,0.25,83.,0.25,83.,0.65,83.,0.02,83.,0.08,83.,0.84,83.,0.35,83.,0.35
84.,0.74,84.,0.16,84.,0.21,84.,0.07,84.,0.38,84.,0.25,84.,0.25,84.,0.65,84.,0.02,84.,0.08,84.,0.84,84.,0.35,84.,0.35
85.,0.73,85.,0.16,85.,0.22,85.,0.07,85.,0.38,85.,0.25,85.,0.25,85.,0.65,85.,0.02,85.,0.08,85.,0.81,85.,0.35,85.,0.35
86.,0.73,86.,0.16,86.,0.23,86.,0.07,86.,0.38,86.,0.25,86.,0.25,86.,0.65,86.,0.02,86.,0.08,86.,0.8,86.,0.35,86.,0.35
87.,0.72,87.,0.15,87.,0.23,87.,0.08,87.,0.37,87.,0.25,87.,0.25,87.,0.65,87.,0.02,87.,0.08,87.,0.8,87.,0.35,87.,0.35
88.,0.72,88.,0.15,88.,0.23,88.,0.08,88.,0.37,88.,0.27,88.,0.26,88.,0.65,88.,0.02,88.,0.08,88.,0.8,88.,0.35,88.,0.35
89.,0.72,89.,0.15,89.,0.23,89.,0.08,89.,0.37,89.,0.27,89.,0.26,89.,0.65,89.,0.02,89.,0.08,89.,0.79,89.,0.35,89.,0.35
90.,0.72,90.,0.15,90.,0.22,90.,0.08,90.,0.37,90.,0.27,90.,0.27,90.,0.65,90.,0.02,90.,0.08,90.,0.79,90.,0.35,90.,0.35
91.,0.7,91.,0.15,91.,0.23,91.,0.08,91.,0.38,91.,0.28,91.,0.27,91.,0.65,91.,0.02,91.,0.08,91.,0.79,91.,0.35,91.,0.35
92.,0.7,92.,0.16,92.,0.23,92.,0.08,92.,0.38,92.,0.28,92.,0.27,92.,0.65,92.,0.02,92.,0.08,92.,0.79,92.,0.35,92.,0.35
93.,0.69,93.,0.17,93.,0.23,93.,0.08,93.,0.35,93.,0.28,93.,0.27,93.,0.65,93.,0.02,93.,0.09,93.,0.79,93.,0.35,93.,0.35
94.,0.69,94.,0.17,94.,0.24,94.,0.08,94.,0.35,94.,0.28,94.,0.28,94.,0.65,94.,0.01,94.,0.09,94.,0.78,94.,0.35,94.,0.35
95.,0.69,95.,0.17,95.,0.24,95.,0.08,95.,0.35,95.,0.29,95.,0.28,95.,0.65,95.,0.01,95.,0.11,95.,0.77,95.,0.35,95.,0.35
96.,0.69,96.,0.17,96.,0.24,96.,0.1,96.,0.35,96.,0.3,96.,0.29,96.,0.65,96.,0.01,96.,0.11,96.,0.77,96.,0.35,96.,0.35
97.,0.6930693069,97.,0.1683168317,97.,0.2376237624,97.,0.0891089109,97.,0.3366336634,97.,0.3267326733,97.,0.3168316832,97.,0.6336633663,97.,0.,97.,0.099009901,97.,0.7722772277,97.,0.3465346535,97.,0.3663366337
98.,0.6930693069,98.,0.1881188119,98.,0.2376237624,98.,0.0891089109,98.,0.3366336634,98.,0.3267326733,98.,0.3267326733,98.,0.6336633663,98.,0.,98.,0.099009901,98.,0.7722772277,98.,0.3465346535,98.,0.3663366337
99.,0.6930693069,99.,0.198019802,99.,0.2376237624,99.,0.0891089109,99.,0.3366336634,99.,0.3168316832,99.,0.3267326733,99.,0.6336633663,99.,0.0099009901,99.,0.099009901,99.,0.7722772277,99.,0.3465346535,99.,0.3564356436
100.,0.6930693069,100.,0.198019802,100.,0.2376237624,100.,0.0891089109,100.,0.3267326733,100.,0.3168316832,100.,0.3267326733,100.,0.6336633663,100.,0.0099009901,100.,0.099009901,100.,0.7722772277,100.,0.3465346535,100.,0.3564356436
101.,0.6930693069,101.,0.198019802,101.,0.2475247525,101.,0.0792079208,101.,0.3267326733,101.,0.3069306931,101.,0.3267326733,101.,0.6435643564,101.,0.,101.,0.099009901,101.,0.7722772277,101.,0.3465346535,101.,0.3564356436
102.,0.6831683168,102.,0.198019802,102.,0.2475247525,102.,0.0891089109,102.,0.3168316832,102.,0.3069306931,102.,0.3168316832,102.,0.6435643564,102.,0.,102.,0.1188118812,102.,0.7722772277,102.,0.3465346535,102.,0.3465346535
103.,0.6831683168,103.,0.198019802,103.,0.2475247525,103.,0.0891089109,103.,0.3267326733,103.,0.3069306931,103.,0.3168316832,103.,0.6435643564,103.,0.,103.,0.1188118812,103.,0.7722772277,103.,0.3465346535,103.,0.3465346535
104.,0.6831683168,104.,0.198019802,104.,0.2475247525,104.,0.0891089109,104.,0.3168316832,104.,0.3168316832,104.,0.3168316832,104.,0.6435643564,104.,0.,104.,0.1188118812,104.,0.7722772277,104.,0.3465346535,104.,0.3465346535
105.,0.6831683168,105.,0.198019802,105.,0.2574257426,105.,0.099009901,105.,0.297029703,105.,0.3168316832,105.,0.3168316832,105.,0.6435643564,105.,0.,105.,0.1386138614,105.,0.7722772277,105.,0.3465346535,105.,0.3465346535
106.,0.6831683168,106.,0.198019802,106.,0.2574257426,106.,0.099009901,106.,0.297029703,106.,0.3168316832,106.,0.3168316832,106.,0.6435643564,106.,0.,106.,0.1386138614,106.,0.7722772277,106.,0.3465346535,106.,0.3465346535
107.,0.6831683168,107.,0.2079207921,107.,0.2574257426,107.,0.099009901,107.,0.3069306931,107.,0.3168316832,107.,0.3168316832,107.,0.6534653465,107.,0.,107.,0.1386138614,107.,0.7722772277,107.,0.3465346535,107.,0.3465346535
108.,0.6831683168,108.,0.2079207921,108.,0.2574257426,108.,0.099009901,108.,0.3069306931,108.,0.3168316832,108.,0.3267326733,108.,0.6534653465,108.,0.,108.,0.1386138614,108.,0.7722772277,108.,0.3465346535,108.,0.3465346535
109.,0.6831683168,109.,0.2079207921,109.,0.2673267327,109.,0.1089108911,109.,0.2871287129,109.,0.3168316832,109.,0.3267326733,109.,0.6534653465,109.,0.,109.,0.1386138614,109.,0.7722772277,109.,0.3465346535,109.,0.3465346535
110.,0.6732673267,110.,0.2178217822,110.,0.2772277228,110.,0.1089108911,110.,0.2871287129,110.,0.3168316832,110.,0.3267326733,110.,0.6534653465,110.,0.,110.,0.1485148515,110.,0.7623762376,110.,0.3465346535,110.,0.3465346535
111.,0.6732673267,111.,0.2178217822,111.,0.2772277228,111.,0.1188118812,111.,0.2871287129,111.,0.3168316832,111.,0.3267326733,111.,0.6534653465,111.,0.,111.,0.1485148515,111.,0.7623762376,111.,0.3465346535,111.,0.3465346535
112.,0.6633663366,112.,0.2079207921,112.,0.2772277228,112.,0.1188118812,112.,0.2871287129,112.,0.3168316832,112.,0.3267326733,112.,0.6534653465,112.,0.0099009901,112.,0.1485148515,112.,0.7524752475,112.,0.3465346535,112.,0.3465346535
113.,0.6633663366,113.,0.2079207921,113.,0.2871287129,113.,0.1188118812,113.,0.2772277228,113.,0.3168316832,113.,0.3366336634,113.,0.6534653465,113.,0.0099009901,113.,0.1485148515,113.,0.7425742574,113.,0.3465346535,113.,0.3465346535
114.,0.6633663366,114.,0.2079207921,114.,0.2871287129,114.,0.1287128713,114.,0.2772277228,114.,0.3168316832,114.,0.3366336634,114.,0.6534653465,114.,0.0099009901,114.,0.1584158416,114.,0.7524752475,114.,0.3465346535,114.,0.3465346535
115.,0.6633663366,115.,0.2178217822,115.,0.2871287129,115.,0.1386138614,115.,0.2772277228,115.,0.3168316832,115.,0.3366336634,115.,0.6534653465,115.,0.0198019802,115.,0.1683168317,115.,0.7326732673,115.,0.3465346535,115.,0.3465346535
116.,0.6633663366,116.,0.2178217822,116.,0.2871287129,116.,0.1386138614,116.,0.2673267327,116.,0.3267326733,116.,0.3366336634,116.,0.6534653465,116.,0.0198019802,116.,0.1683168317,116.,0.7326732673,116.,0.3465346535,116.,0.3465346535
117.,0.6633663366,117.,0.2178217822,117.,0.297029703,117.,0.1386138614,117.,0.2673267327,117.,0.3267326733,117.,0.3366336634,117.,0.6534653465,117.,0.0198019802,117.,0.1782178218,117.,0.7326732673,117.,0.3465346535,117.,0.3465346535
118.,0.6633663366,118.,0.2178217822,118.,0.297029703,118.,0.1584158416,118.,0.2574257426,118.,0.3366336634,118.,0.3366336634,118.,0.6534653465,118.,0.0297029703,118.,0.1782178218,118.,0.7128712871,118.,0.3465346535,118.,0.3465346535
119.,0.6633663366,119.,0.2178217822,119.,0.3267326733,119.,0.1683168317,119.,0.2673267327,119.,0.3366336634,119.,0.3366336634,119.,0.6534653465,119.,0.0297029703,119.,0.1782178218,119.,0.7128712871,119.,0.3465346535,119.,0.3465346535
120.,0.6633663366,120.,0.2178217822,120.,0.3168316832,120.,0.1683168317,120.,0.2574257426,120.,0.3366336634,120.,0.3366336634,120.,0.6534653465,120.,0.0297029703,120.,0.1782178218,120.,0.7029702970,120.,0.3465346535,120.,0.3465346535
121.,0.6666666667,121.,0.2156862745,121.,0.3039215686,121.,0.1764705882,121.,0.2549019608,121.,0.3529411765,121.,0.3529411765,121.,0.6568627451,121.,0.0196078431,121.,0.1666666667,121.,0.7058823529,121.,0.3431372549,121.,0.3431372549
122.,0.6666666667,122.,0.2156862745,122.,0.3039215686,122.,0.1764705882,122.,0.2647058824,122.,0.3431372549,122.,0.3431372549,122.,0.6568627451,122.,0.0392156863,122.,0.1666666667,122.,0.7156862745,122.,0.3431372549,122.,0.3431372549
123.,0.6666666667,123.,0.2156862745,123.,0.3039215686,123.,0.1862745098,123.,0.2647058824,123.,0.3431372549,123.,0.3529411765,123.,0.6568627451,123.,0.0392156863,123.,0.1666666667,123.,0.7156862745,123.,0.3431372549,123.,0.3431372549
124.,0.6666666667,124.,0.2156862745,124.,0.3039215686,124.,0.1862745098,124.,0.2352941176,124.,0.3431372549,124.,0.3529411765,124.,0.6568627451,124.,0.0392156863,124.,0.1666666667,124.,0.7254901961,124.,0.3431372549,124.,0.3431372549
125.,0.6666666667,125.,0.2156862745,125.,0.2941176471,125.,0.1862745098,125.,0.2450980392,125.,0.3431372549,125.,0.3529411765,125.,0.6568627451,125.,0.0392156863,125.,0.1666666667,125.,0.7254901961,125.,0.3431372549,125.,0.3431372549
126.,0.6666666667,126.,0.2058823529,126.,0.2941176471,126.,0.1960784314,126.,0.2352941176,126.,0.3431372549,126.,0.3529411765,126.,0.6568627451,126.,0.0392156863,126.,0.1666666667,126.,0.7352941176,126.,0.3431372549,126.,0.3431372549
127.,0.6666666667,127.,0.2058823529,127.,0.3039215686,127.,0.1862745098,127.,0.2352941176,127.,0.3431372549,127.,0.3529411765,127.,0.6568627451,127.,0.0392156863,127.,0.1862745098,127.,0.7352941176,127.,0.3431372549,127.,0.3431372549
128.,0.6666666667,128.,0.2058823529,128.,0.3039215686,128.,0.1862745098,128.,0.2450980392,128.,0.3431372549,128.,0.3431372549,128.,0.6568627451,128.,0.0490196078,128.,0.1862745098,128.,0.7254901961,128.,0.3431372549,128.,0.3431372549
129.,0.6666666667,129.,0.2058823529,129.,0.3039215686,129.,0.1862745098,129.,0.2450980392,129.,0.3431372549,129.,0.3431372549,129.,0.6568627451,129.,0.068627451,129.,0.1862745098,129.,0.7254901961,129.,0.3431372549,129.,0.3431372549
130.,0.6666666667,130.,0.2058823529,130.,0.3039215686,130.,0.1666666667,130.,0.2450980392,130.,0.3431372549,130.,0.3431372549,130.,0.6568627451,130.,0.068627451,130.,0.1862745098,130.,0.7450980392,130.,0.3431372549,130.,0.3431372549
131.,0.6666666667,131.,0.1960784314,131.,0.2941176471,131.,0.1666666667,131.,0.2450980392,131.,0.3431372549,131.,0.3431372549,131.,0.6568627451,131.,0.068627451,131.,0.2058823529,131.,0.7549019608,131.,0.3431372549,131.,0.3431372549
132.,0.6699029126,132.,0.1844660194,132.,0.2912621359,132.,0.1650485437,132.,0.2427184466,132.,0.3495145631,132.,0.359223301,132.,0.6407766990,132.,0.0485436893,132.,0.1941747573,132.,0.7572815534,132.,0.3398058252,132.,0.359223301
133.,0.6730769231,133.,0.1634615385,133.,0.2788461538,133.,0.1634615385,133.,0.2403846154,133.,0.3653846154,133.,0.375,133.,0.6442307692,133.,0.0480769231,133.,0.1826923077,133.,0.75,133.,0.3365384615,133.,0.375
134.,0.6730769231,134.,0.1634615385,134.,0.2788461538,134.,0.1634615385,134.,0.2403846154,134.,0.3653846154,134.,0.3653846154,134.,0.6346153846,134.,0.0480769231,134.,0.1826923077,134.,0.75,134.,0.3365384615,134.,0.3653846154
135.,0.6730769231,135.,0.1634615385,135.,0.2692307692,135.,0.1538461538,135.,0.25,135.,0.3653846154,135.,0.3653846154,135.,0.6346153846,135.,0.0480769231,135.,0.1730769231,135.,0.75,135.,0.3365384615,135.,0.3653846154
