CycD_x,CycD_y,CycE_x,CycE_y,CycA_x,CycA_y,CycB_x,CycB_y,E2F_x,E2F_y,p27_x,p27_y,Rb_x,Rb_y,YAP_x,YAP_y,Cdc20_x,Cdc20_y,UbcH10_x,UbcH10_y,cdh1_x,cdh1_y,NF2_x,NF2_y,LATS_x,LATS_y
42.,0.71,42.,0.14,42.,0.05,42.,0.01,42.,0.35,42.,0.27,42.,0.25,42.,0.46,42.,0.,42.,0.,42.,0.97,42.,0.54,42.,0.54
43.,0.71,43.,0.14,43.,0.05,43.,0.01,43.,0.35,43.,0.27,43.,0.25,43.,0.46,43.,0.,43.,0.01,43.,0.97,43.,0.54,43.,0.54
44.,0.71,44.,0.15,44.,0.05,44.,0.01,44.,0.37,44.,0.27,44.,0.25,44.,0.46,44.,0.,44.,0.01,44.,0.97,44.,0.54,44.,0.54
45.,0.71,45.,0.16,45.,0.05,45.,0.01,45.,0.38,45.,0.27,45.,0.26,45.,0.46,45.,0.,45.,0.01,45.,0.97,45.,0.54,45.,0.54
46.,0.7,46.,0.17,46.,0.05,46.,0.01,46.,0.38,46.,0.27,46.,0.27,46.,0.46,46.,0.,46.,0.01,46.,0.97,46.,0.54,46.,0.54
47.,0.69,47.,0.17,47.,0.06,47.,0.01,47.,0.37,47.,0.27,47.,0.28,47.,0.46,47.,0.,47.,0.01,47.,0.96,47.,0.54,47.,0.54
48.,0.69,48.,0.18,48.,0.06,48.,0.01,48.,0.35,48.,0.27,48.,0.3,48.,0.46,48.,0.,48.,0.01,48.,0.96,48.,0.54,48.,0.54
49.,0.68,49.,0.18,49.,0.06,49.,0.01,49.,0.35,49.,0.28,49.,0.3,49.,0.46,49.,0.,49.,0.02,49.,0.95,49.,0.54,49.,0.54
50.,0.68,50.,0.18,50.,0.07,50.,0.01,50.,0.35,50.,0.28,50.,0.3,50.,0.46,50.,0.,50.,0.03,50.,0.95,50.,0.54,50.,0.54
51.,0.67,51.,0.18,51.,0.07,51.,0.01,51.,0.37,51.,0.28,51.,0.3,51.,0.46,51.,0.,51.,0.03,51.,0.94,51.,0.54,51.,0.54
52.,0.67,52.,0.19,52.,0.07,52.,0.01,52.,0.37,52.,0.29,52.,0.3,52.,0.46,52.,0.,52.,0.03,52.,0.94,52.,0.54,52.,0.54
53.,0.66,53.,0.19,53.,0.09,53.,0.01,53.,0.36,53.,0.3,53.,0.31,53.,0.46,53.,0.,53.,0.03,53.,0.94,53.,0.54,53.,0.54
54.,0.66,54.,0.19,54.,0.1,54.,0.01,54.,0.34,54.,0.3,54.,0.32,54.,0.46,54.,0.,54.,0.03,54.,0.94,54.,0.54,54.,0.54
55.,0.66,55.,0.19,55.,0.11,55.,0.01,55.,0.34,55.,0.31,55.,0.32,55.,0.46,55.,0.,55.,0.04,55.,0.93,55.,0.54,55.,0.54
56.,0.63,56.,0.19,56.,0.12,56.,0.02,56.,0.32,56.,0.33,56.,0.32,56.,0.46,56.,0.,56.,0.04,56.,0.92,56.,0.54,56.,0.54
57.,0.63,57.,0.19,57.,0.13,57.,0.03,57.,0.32,57.,0.33,57.,0.32,57.,0.46,57.,0.,57.,0.04,57.,0.89,57.,0.54,57.,0.54
58.,0.62,58.,0.19,58.,0.14,58.,0.03,58.,0.31,58.,0.33,58.,0.34,58.,0.46,58.,0.,58.,0.04,58.,0.89,58.,0.54,58.,0.54
59.,0.61,59.,0.19,59.,0.15,59.,0.03,59.,0.32,59.,0.34,59.,0.36,59.,0.46,59.,0.01,59.,0.05,59.,0.89,59.,0.54,59.,0.54
60.,0.61,60.,0.19,60.,0.15,60.,0.03,60.,0.3,60.,0.34,60.,0.36,60.,0.46,60.,0.01,60.,0.05,60.,0.87,60.,0.54,60.,0.54
61.,0.61,61.,0.19,61.,0.15,61.,0.03,61.,0.28,61.,0.35,61.,0.36,61.,0.46,61.,0.01,61.,0.05,61.,0.87,61.,0.54,61.,0.54
62.,0.6,62.,0.2,62.,0.15,62.,0.03,62.,0.25,62.,0.36,62.,0.37,62.,0.46,62.,0.,62.,0.05,62.,0.86,62.,0.54,62.,0.54
63.,0.59,63.,0.18,63.,0.15,63.,0.03,63.,0.26,63.,0.37,63.,0.37,63.,0.46,63.,0.,63.,0.05,63.,0.85,63.,0.54,63.,0.54
64.,0.59,64.,0.18,64.,0.15,64.,0.03,64.,0.26,64.,0.37,64.,0.39,64.,0.46,64.,0.,64.,0.06,64.,0.85,64.,0.54,64.,0.54
65.,0.59,65.,0.18,65.,0.15,65.,0.03,65.,0.27,65.,0.37,65.,0.39,65.,0.46,65.,0.,65.,0.06,65.,0.85,65.,0.54,65.,0.54
66.,0.59,66.,0.18,66.,0.16,66.,0.03,66.,0.25,66.,0.38,66.,0.39,66.,0.46,66.,0.,66.,0.06,66.,0.85,66.,0.54,66.,0.54
67.,0.59,67.,0.18,67.,0.16,67.,0.03,67.,0.27,67.,0.38,67.,0.4,67.,0.46,67.,0.,67.,0.06,67.,0.84,67.,0.54,67.,0.54
68.,0.59,68.,0.18,68.,0.16,68.,0.03,68.,0.29,68.,0.39,68.,0.41,68.,0.46,68.,0.,68.,0.06,68.,0.84,68.,0.54,68.,0.54
69.,0.59,69.,0.22,69.,0.16,69.,0.04,69.,0.29,69.,0.39,69.,0.41,69.,0.46,69.,0.,69.,0.06,69.,0.84,69.,0.54,69.,0.54
70.,0.59,70.,0.21,70.,0.16,70.,0.05,70.,0.29,70.,0.39,70.,0.41,70.,0.46,70.,0.01,70.,0.06,70.,0.84,70.,0.54,70.,0.54
71.,0.59,71.,0.22,71.,0.16,71.,0.05,71.,0.29,71.,0.39,71.,0.41,71.,0.46,71.,0.01,71.,0.06,71.,0.84,71.,0.54,71.,0.54
72.,0.59,72.,0.24,72.,0.16,72.,0.06,72.,0.28,72.,0.4,72.,0.41,72.,0.46,72.,0.01,72.,0.06,72.,0.84,72.,0.54,72.,0.54
73.,0.59,73.,0.24,73.,0.16,73.,0.06,73.,0.28,73.,0.41,73.,0.41,73.,0.46,73.,0.01,73.,0.06,73.,0.84,73.,0.54,73.,0.54
74.,0.59,74.,0.24,74.,0.16,74.,0.06,74.,0.28,74.,0.41,74.,0.41,74.,0.46,74.,0.01,74.,0.06,74.,0.84,74.,0.54,74.,0.54
75.,0.57,75.,0.25,75.,0.16,75.,0.06,75.,0.28,75.,0.41,75.,0.41,75.,0.46,75.,0.01,75.,0.06,75.,0.84,75.,0.54,75.,0.54
76.,0.57,76.,0.25,76.,0.17,76.,0.06,76.,0.29,76.,0.41,76.,0.41,76.,0.46,76.,0.01,76.,0.07,76.,0.84,76.,0.54,76.,0.54
77.,0.57,77.,0.25,77.,0.18,77.,0.06,77.,0.29,77.,0.42,77.,0.41,77.,0.46,77.,0.01,77.,0.07,77.,0.84,77.,0.54,77.,0.54
78.,0.57,78.,0.25,78.,0.18,78.,0.05,78.,0.29,78.,0.42,78.,0.41,78.,0.46,78.,0.02,78.,0.07,78.,0.84,78.,0.54,78.,0.54
79.,0.57,79.,0.27,79.,0.18,79.,0.05,79.,0.29,79.,0.42,79.,0.42,79.,0.46,79.,0.03,79.,0.07,79.,0.85,79.,0.54,79.,0.54
80.,0.57,80.,0.27,80.,0.18,80.,0.04,80.,0.29,80.,0.42,80.,0.42,80.,0.46,80.,0.03,80.,0.08,80.,0.83,80.,0.54,80.,0.54
81.,0.57,81.,0.27,81.,0.2,81.,0.04,81.,0.28,81.,0.42,81.,0.43,81.,0.46,81.,0.03,81.,0.08,81.,0.83,81.,0.54,81.,0.54
82.,0.57,82.,0.27,82.,0.2,82.,0.04,82.,0.27,82.,0.42,82.,0.43,82.,0.46,82.,0.03,82.,0.08,82.,0.83,82.,0.54,82.,0.54
83.,0.5742574257,83.,0.2574257426,83.,0.1881188119,83.,0.0297029703,83.,0.2574257426,83.,0.4356435644,83.,0.4455445545,83.,0.4455445545,83.,0.0198019802,83.,0.0693069307,83.,0.8415841584,83.,0.5346534653,83.,0.5346534653
84.,0.5742574257,84.,0.2574257426,84.,0.1881188119,84.,0.0396039604,84.,0.2574257426,84.,0.4356435644,84.,0.4455445545,84.,0.4455445545,84.,0.0198019802,84.,0.0693069307,84.,0.8415841584,84.,0.5346534653,84.,0.5346534653
85.,0.5643564356,85.,0.2574257426,85.,0.198019802,85.,0.0396039604,85.,0.2772277228,85.,0.4455445545,85.,0.4455445545,85.,0.4455445545,85.,0.0198019802,85.,0.0693069307,85.,0.8217821782,85.,0.5346534653,85.,0.5346534653
86.,0.5643564356,86.,0.2574257426,86.,0.198019802,86.,0.0396039604,86.,0.2673267327,86.,0.4356435644,86.,0.4455445545,86.,0.4554455446,86.,0.0198019802,86.,0.0693069307,86.,0.8217821782,86.,0.5346534653,86.,0.5346534653
87.,0.5643564356,87.,0.2574257426,87.,0.198019802,87.,0.0495049505,87.,0.2673267327,87.,0.4455445545,87.,0.4455445545,87.,0.4554455446,87.,0.0198019802,87.,0.0693069307,87.,0.8217821782,87.,0.5346534653,87.,0.5346534653
88.,0.5643564356,88.,0.2574257426,88.,0.198019802,88.,0.0495049505,88.,0.2772277228,88.,0.4356435644,88.,0.4554455446,88.,0.4554455446,88.,0.0099009901,88.,0.0693069307,88.,0.8118811881,88.,0.5346534653,88.,0.5346534653
89.,0.5643564356,89.,0.2574257426,89.,0.198019802,89.,0.0594059406,89.,0.2673267327,89.,0.4356435644,89.,0.4455445545,89.,0.4554455446,89.,0.0099009901,89.,0.0693069307,89.,0.8019801980,89.,0.5346534653,89.,0.5346534653
90.,0.5643564356,90.,0.2574257426,90.,0.198019802,90.,0.0693069307,90.,0.2673267327,90.,0.4356435644,90.,0.4455445545,90.,0.4554455446,90.,0.0099009901,90.,0.0693069307,90.,0.8019801980,90.,0.5346534653,90.,0.5346534653
91.,0.5643564356,91.,0.2574257426,91.,0.198019802,91.,0.0693069307,91.,0.2574257426,91.,0.4356435644,91.,0.4356435644,91.,0.4554455446,91.,0.0099009901,91.,0.0693069307,91.,0.8019801980,91.,0.5346534653,91.,0.5346534653
92.,0.5643564356,92.,0.2574257426,92.,0.2079207921,92.,0.0792079208,92.,0.2574257426,92.,0.4356435644,92.,0.4356435644,92.,0.4554455446,92.,0.0099009901,92.,0.0693069307,92.,0.8019801980,92.,0.5346534653,92.,0.5346534653
93.,0.5643564356,93.,0.2475247525,93.,0.2079207921,93.,0.0891089109,93.,0.2673267327,93.,0.4356435644,93.,0.4356435644,93.,0.4554455446,93.,0.0099009901,93.,0.0693069307,93.,0.8019801980,93.,0.5346534653,93.,0.5346534653
94.,0.5643564356,94.,0.2475247525,94.,0.2079207921,94.,0.0891089109,94.,0.2574257426,94.,0.4356435644,94.,0.4356435644,94.,0.4554455446,94.,0.0099009901,94.,0.0693069307,94.,0.8019801980,94.,0.5346534653,94.,0.5346534653
95.,0.5544554455,95.,0.2376237624,95.,0.2079207921,95.,0.0891089109,95.,0.2574257426,95.,0.4356435644,95.,0.4455445545,95.,0.4554455446,95.,0.0099009901,95.,0.0693069307,95.,0.7920792079,95.,0.5346534653,95.,0.5346534653
96.,0.5445544554,96.,0.2277227723,96.,0.2079207921,96.,0.0891089109,96.,0.2475247525,96.,0.4356435644,96.,0.4455445545,96.,0.4554455446,96.,0.0099009901,96.,0.0693069307,96.,0.7920792079,96.,0.5346534653,96.,0.5346534653
97.,0.5346534653,97.,0.2277227723,97.,0.2178217822,97.,0.099009901,97.,0.2376237624,97.,0.4356435644,97.,0.4455445545,97.,0.4554455446,97.,0.0099009901,97.,0.0693069307,97.,0.7920792079,97.,0.5346534653,97.,0.5346534653
98.,0.5247524752,98.,0.2277227723,98.,0.2178217822,98.,0.099009901,98.,0.2178217822,98.,0.4356435644,98.,0.4455445545,98.,0.4554455446,98.,0.0099009901,98.,0.0693069307,98.,0.7920792079,98.,0.5346534653,98.,0.5346534653
99.,0.5247524752,99.,0.2277227723,99.,0.2178217822,99.,0.099009901,99.,0.2178217822,99.,0.4554455446,99.,0.4455445545,99.,0.4554455446,99.,0.0099009901,99.,0.0693069307,99.,0.7920792079,99.,0.5346534653,99.,0.5346534653
100.,0.5247524752,100.,0.2277227723,100.,0.2178217822,100.,0.1188118812,100.,0.2178217822,100.,0.4653465347,100.,0.4653465347,100.,0.4653465347,100.,0.0099009901,100.,0.0693069307,100.,0.7920792079,100.,0.5346534653,100.,0.5346534653
101.,0.5247524752,101.,0.2277227723,101.,0.2178217822,101.,0.1287128713,101.,0.2079207921,101.,0.4653465347,101.,0.4653465347,101.,0.4653465347,101.,0.0099009901,101.,0.0792079208,101.,0.7920792079,101.,0.5346534653,101.,0.5346534653
102.,0.5247524752,102.,0.2277227723,102.,0.2178217822,102.,0.1287128713,102.,0.198019802,102.,0.4653465347,102.,0.4752475248,102.,0.4653465347,102.,0.0099009901,102.,0.0792079208,102.,0.7920792079,102.,0.5346534653,102.,0.5346534653
103.,0.5247524752,103.,0.2277227723,103.,0.2277227723,103.,0.1386138614,103.,0.198019802,103.,0.4752475248,103.,0.4752475248,103.,0.4653465347,103.,0.0099009901,103.,0.0792079208,103.,0.7920792079,103.,0.5346534653,103.,0.5346534653
104.,0.5247524752,104.,0.2277227723,104.,0.2277227723,104.,0.1386138614,104.,0.1881188119,104.,0.4752475248,104.,0.4752475248,104.,0.4653465347,104.,0.0099009901,104.,0.0792079208,104.,0.7821782178,104.,0.5346534653,104.,0.5346534653
105.,0.5247524752,105.,0.2277227723,105.,0.2277227723,105.,0.1386138614,105.,0.1881188119,105.,0.4752475248,105.,0.4752475248,105.,0.4653465347,105.,0.0099009901,105.,0.0792079208,105.,0.7722772277,105.,0.5346534653,105.,0.5346534653
106.,0.5247524752,106.,0.2079207921,106.,0.2277227723,106.,0.1386138614,106.,0.1881188119,106.,0.4752475248,106.,0.4752475248,106.,0.4653465347,106.,0.0099009901,106.,0.0891089109,106.,0.7722772277,106.,0.5346534653,106.,0.5346534653
107.,0.5247524752,107.,0.2079207921,107.,0.2376237624,107.,0.1386138614,107.,0.198019802,107.,0.4752475248,107.,0.4752475248,107.,0.4653465347,107.,0.,107.,0.0891089109,107.,0.7623762376,107.,0.5346534653,107.,0.5346534653
108.,0.5247524752,108.,0.2178217822,108.,0.2475247525,108.,0.1386138614,108.,0.198019802,108.,0.4752475248,108.,0.4752475248,108.,0.4653465347,108.,0.0099009901,108.,0.0891089109,108.,0.7623762376,108.,0.5346534653,108.,0.5346534653
109.,0.5247524752,109.,0.2178217822,109.,0.2475247525,109.,0.1386138614,109.,0.198019802,109.,0.4752475248,109.,0.4752475248,109.,0.4653465347,109.,0.0099009901,109.,0.0891089109,109.,0.7623762376,109.,0.5346534653,109.,0.5346534653
110.,0.5247524752,110.,0.2178217822,110.,0.2475247525,110.,0.1485148515,110.,0.198019802,110.,0.4752475248,110.,0.4752475248,110.,0.4653465347,110.,0.0099009901,110.,0.099009901,110.,0.7623762376,110.,0.5346534653,110.,0.5346534653
111.,0.5247524752,111.,0.2079207921,111.,0.2475247525,111.,0.1584158416,111.,0.198019802,111.,0.4752475248,111.,0.4752475248,111.,0.4653465347,111.,0.0099009901,111.,0.099009901,111.,0.7623762376,111.,0.5346534653,111.,0.5346534653
112.,0.5247524752,112.,0.2079207921,112.,0.2475247525,112.,0.1584158416,112.,0.198019802,112.,0.4752475248,112.,0.4752475248,112.,0.4653465347,112.,0.0099009901,112.,0.099009901,112.,0.7722772277,112.,0.5346534653,112.,0.5346534653
113.,0.5247524752,113.,0.2277227723,113.,0.2475247525,113.,0.1386138614,113.,0.1881188119,113.,0.4752475248,113.,0.4752475248,113.,0.4653465347,113.,0.0198019802,113.,0.099009901,113.,0.7722772277,113.,0.5346534653,113.,0.5346534653
114.,0.5247524752,114.,0.2079207921,114.,0.2376237624,114.,0.1386138614,114.,0.1782178218,114.,0.4752475248,114.,0.4752475248,114.,0.4653465347,114.,0.0198019802,114.,0.099009901,114.,0.7722772277,114.,0.5346534653,114.,0.5346534653
115.,0.5247524752,115.,0.2079207921,115.,0.2475247525,115.,0.1485148515,115.,0.1782178218,115.,0.4752475248,115.,0.4752475248,115.,0.4653465347,115.,0.0297029703,115.,0.099009901,115.,0.7821782178,115.,0.5346534653,115.,0.5346534653
116.,0.5247524752,116.,0.2079207921,116.,0.2376237624,116.,0.1485148515,116.,0.1782178218,116.,0.4752475248,116.,0.4752475248,116.,0.4653465347,116.,0.0297029703,116.,0.1188118812,116.,0.7722772277,116.,0.5346534653,116.,0.5346534653
117.,0.5247524752,117.,0.2178217822,117.,0.2376237624,117.,0.1485148515,117.,0.1881188119,117.,0.4752475248,117.,0.4752475248,117.,0.4653465347,117.,0.0198019802,117.,0.1188118812,117.,0.7722772277,117.,0.5346534653,117.,0.5346534653
118.,0.5247524752,118.,0.2178217822,118.,0.2376237624,118.,0.1386138614,118.,0.1881188119,118.,0.4752475248,118.,0.4752475248,118.,0.4653465347,118.,0.0198019802,118.,0.1287128713,118.,0.7623762376,118.,0.5346534653,118.,0.5346534653
119.,0.5247524752,119.,0.2178217822,119.,0.2376237624,119.,0.1386138614,119.,0.198019802,119.,0.4752475248,119.,0.4752475248,119.,0.4653465347,119.,0.0099009901,119.,0.1287128713,119.,0.7623762376,119.,0.5346534653,119.,0.5346534653
120.,0.5247524752,120.,0.2178217822,120.,0.2574257426,120.,0.1386138614,120.,0.198019802,120.,0.4752475248,120.,0.4752475248,120.,0.4653465347,120.,0.0099009901,120.,0.1287128713,120.,0.7524752475,120.,0.5346534653,120.,0.5346534653
121.,0.5247524752,121.,0.2178217822,121.,0.2574257426,121.,0.1287128713,121.,0.198019802,121.,0.4752475248,121.,0.4752475248,121.,0.4653465347,121.,0.0198019802,121.,0.1386138614,121.,0.7425742574,121.,0.5346534653,121.,0.5346534653
122.,0.5247524752,122.,0.2178217822,122.,0.2574257426,122.,0.1485148515,122.,0.198019802,122.,0.4752475248,122.,0.4752475248,122.,0.4653465347,122.,0.0198019802,122.,0.1386138614,122.,0.7425742574,122.,0.5346534653,122.,0.5346534653
123.,0.5247524752,123.,0.2178217822,123.,0.2673267327,123.,0.1485148515,123.,0.198019802,123.,0.4752475248,123.,0.4752475248,123.,0.4653465347,123.,0.0198019802,123.,0.1386138614,123.,0.7425742574,123.,0.5346534653,123.,0.5346534653
124.,0.5148514851,124.,0.2277227723,124.,0.2673267327,124.,0.1485148515,124.,0.2079207921,124.,0.4752475248,124.,0.4851485149,124.,0.4653465347,124.,0.0198019802,124.,0.1584158416,124.,0.7425742574,124.,0.5346534653,124.,0.5346534653
125.,0.5148514851,125.,0.2376237624,125.,0.2574257426,125.,0.1485148515,125.,0.2079207921,125.,0.4752475248,125.,0.4851485149,125.,0.4653465347,125.,0.0198019802,125.,0.1584158416,125.,0.7425742574,125.,0.5346534653,125.,0.5346534653
126.,0.5148514851,126.,0.2376237624,126.,0.2574257426,126.,0.1485148515,126.,0.2079207921,126.,0.4752475248,126.,0.4851485149,126.,0.4653465347,126.,0.0099009901,126.,0.1584158416,126.,0.7425742574,126.,0.5346534653,126.,0.5346534653
127.,0.5148514851,127.,0.2277227723,127.,0.2574257426,127.,0.1485148515,127.,0.198019802,127.,0.4752475248,127.,0.4851485149,127.,0.4653465347,127.,0.0099009901,127.,0.1683168317,127.,0.7425742574,127.,0.5346534653,127.,0.5346534653
128.,0.5148514851,128.,0.2277227723,128.,0.2673267327,128.,0.1485148515,128.,0.1782178218,128.,0.4752475248,128.,0.4851485149,128.,0.4653465347,128.,0.0099009901,128.,0.1683168317,128.,0.7425742574,128.,0.5346534653,128.,0.5346534653
129.,0.5148514851,129.,0.2277227723,129.,0.2772277228,129.,0.1584158416,129.,0.1782178218,129.,0.4752475248,129.,0.4851485149,129.,0.4653465347,129.,0.0198019802,129.,0.1683168317,129.,0.7524752475,129.,0.5346534653,129.,0.5346534653
130.,0.5148514851,130.,0.2178217822,130.,0.2673267327,130.,0.1584158416,130.,0.1782178218,130.,0.4752475248,130.,0.4851485149,130.,0.4653465347,130.,0.0198019802,130.,0.1683168317,130.,0.7326732673,130.,0.5346534653,130.,0.5346534653
