CycD_x,CycD_y,CycE_x,CycE_y,CycA_x,CycA_y,CycB_x,CycB_y,E2F_x,E2F_y,p27_x,p27_y,Rb_x,Rb_y,YAP_x,YAP_y,Cdc20_x,Cdc20_y,UbcH10_x,UbcH10_y,cdh1_x,cdh1_y,NF2_x,NF2_y,LATS_x,LATS_y
368.,0.6691176471,368.,0.1102941176,368.,0.3529411765,368.,0.1838235294,368.,0.2205882353,368.,0.3308823529,368.,0.3308823529,368.,0.7426470588,368.,0.0367647059,368.,0.2058823529,368.,0.6397058824,368.,0.2573529412,368.,0.2573529412
369.,0.6691176471,369.,0.125,369.,0.3382352941,369.,0.1911764706,369.,0.2205882353,369.,0.3308823529,369.,0.3308823529,369.,0.7426470588,369.,0.0294117647,369.,0.2132352941,369.,0.6544117647,369.,0.2573529412,369.,0.2573529412
370.,0.6691176471,370.,0.1176470588,370.,0.3455882353,370.,0.2058823529,370.,0.2205882353,370.,0.3308823529,370.,0.3308823529,370.,0.7426470588,370.,0.0441176471,370.,0.2279411765,370.,0.6470588235,370.,0.2573529412,370.,0.2573529412
371.,0.6691176471,371.,0.1176470588,371.,0.3455882353,371.,0.2132352941,371.,0.2205882353,371.,0.3308823529,371.,0.3308823529,371.,0.7426470588,371.,0.0441176471,371.,0.2352941176,371.,0.6470588235,371.,0.2573529412,371.,0.2573529412
372.,0.6691176471,372.,0.1176470588,372.,0.3529411765,372.,0.2058823529,372.,0.2058823529,372.,0.3308823529,372.,0.3308823529,372.,0.7426470588,372.,0.0441176471,372.,0.2426470588,372.,0.6470588235,372.,0.2573529412,372.,0.2573529412
373.,0.6739130435,373.,0.115942029,373.,0.3550724638,373.,0.1811594203,373.,0.1956521739,373.,0.3550724638,373.,0.3550724638,373.,0.731884058,373.,0.0289855072,373.,0.2246376812,373.,0.6666666667,373.,0.2536231884,373.,0.2681159420
374.,0.6762589928,374.,0.1151079137,374.,0.3525179856,374.,0.1798561151,374.,0.1942446043,374.,0.3525179856,374.,0.3669064748,374.,0.7338129496,374.,0.0143884892,374.,0.2086330935,374.,0.6690647482,374.,0.2517985612,374.,0.2661870504
375.,0.6762589928,375.,0.1151079137,375.,0.3525179856,375.,0.1726618705,375.,0.1870503597,375.,0.3453237410,375.,0.3669064748,375.,0.7338129496,375.,0.0215827338,375.,0.2158273381,375.,0.6618705036,375.,0.2517985612,375.,0.2661870504
376.,0.6762589928,376.,0.1151079137,376.,0.3525179856,376.,0.1726618705,376.,0.1870503597,376.,0.3453237410,376.,0.3453237410,376.,0.7338129496,376.,0.0143884892,376.,0.2158273381,376.,0.6690647482,376.,0.2517985612,376.,0.2661870504
377.,0.6762589928,377.,0.1223021583,377.,0.3525179856,377.,0.1726618705,377.,0.1942446043,377.,0.3381294964,377.,0.3381294964,377.,0.7338129496,377.,0.0071942446,377.,0.2158273381,377.,0.6762589928,377.,0.2517985612,377.,0.2661870504
378.,0.6762589928,378.,0.1294964029,378.,0.3525179856,378.,0.1798561151,378.,0.1870503597,378.,0.3381294964,378.,0.3381294964,378.,0.7338129496,378.,0.0143884892,378.,0.2158273381,378.,0.6690647482,378.,0.2517985612,378.,0.2517985612
379.,0.6762589928,379.,0.1294964029,379.,0.3597122302,379.,0.1726618705,379.,0.1798561151,379.,0.3309352518,379.,0.3309352518,379.,0.7338129496,379.,0.0143884892,379.,0.2230215827,379.,0.6762589928,379.,0.2517985612,379.,0.2517985612
380.,0.6834532374,380.,0.1294964029,380.,0.3525179856,380.,0.1654676259,380.,0.1798561151,380.,0.3309352518,380.,0.3309352518,380.,0.7482014388,380.,0.0143884892,380.,0.2302158273,380.,0.6762589928,380.,0.2517985612,380.,0.2517985612
381.,0.6834532374,381.,0.1294964029,381.,0.3525179856,381.,0.1726618705,381.,0.1798561151,381.,0.3237410072,381.,0.3309352518,381.,0.7482014388,381.,0.0143884892,381.,0.2230215827,381.,0.6762589928,381.,0.2517985612,381.,0.2517985612
382.,0.6834532374,382.,0.1366906475,382.,0.3525179856,382.,0.1798561151,382.,0.1798561151,382.,0.3237410072,382.,0.3309352518,382.,0.7482014388,382.,0.0071942446,382.,0.2302158273,382.,0.6762589928,382.,0.2517985612,382.,0.2517985612
383.,0.6834532374,383.,0.1366906475,383.,0.3453237410,383.,0.1798561151,383.,0.1942446043,383.,0.3237410072,383.,0.3309352518,383.,0.7482014388,383.,0.0143884892,383.,0.2302158273,383.,0.6690647482,383.,0.2517985612,383.,0.2517985612
384.,0.6834532374,384.,0.1438848921,384.,0.3525179856,384.,0.1870503597,384.,0.2014388489,384.,0.3237410072,384.,0.3309352518,384.,0.7482014388,384.,0.0071942446,384.,0.2374100719,384.,0.6618705036,384.,0.2517985612,384.,0.2517985612
385.,0.6834532374,385.,0.1438848921,385.,0.3525179856,385.,0.1870503597,385.,0.2014388489,385.,0.3237410072,385.,0.3237410072,385.,0.7482014388,385.,0.0143884892,385.,0.2374100719,385.,0.6690647482,385.,0.2517985612,385.,0.2517985612
386.,0.6834532374,386.,0.1510791367,386.,0.3525179856,386.,0.1870503597,386.,0.2014388489,386.,0.3237410072,386.,0.3237410072,386.,0.7482014388,386.,0.0143884892,386.,0.2374100719,386.,0.6690647482,386.,0.2517985612,386.,0.2517985612
387.,0.6834532374,387.,0.1510791367,387.,0.3597122302,387.,0.1942446043,387.,0.2086330935,387.,0.3237410072,387.,0.3237410072,387.,0.7482014388,387.,0.0215827338,387.,0.2374100719,387.,0.6690647482,387.,0.2517985612,387.,0.2517985612
388.,0.6834532374,388.,0.1582733813,388.,0.3669064748,388.,0.1942446043,388.,0.2086330935,388.,0.3237410072,388.,0.3165467626,388.,0.7482014388,388.,0.0287769784,388.,0.2446043165,388.,0.6618705036,388.,0.2517985612,388.,0.2517985612
389.,0.6834532374,389.,0.1582733813,389.,0.3597122302,389.,0.1942446043,389.,0.1942446043,389.,0.3237410072,389.,0.3165467626,389.,0.7482014388,389.,0.0287769784,389.,0.2517985612,389.,0.6618705036,389.,0.2517985612,389.,0.2517985612
390.,0.6906474820,390.,0.1582733813,390.,0.3597122302,390.,0.2014388489,390.,0.1942446043,390.,0.3165467626,390.,0.3165467626,390.,0.7482014388,390.,0.0359712230,390.,0.2589928058,390.,0.6618705036,390.,0.2517985612,390.,0.2517985612
391.,0.6928571429,391.,0.1571428571,391.,0.3714285714,391.,0.1857142857,391.,0.1928571429,391.,0.3285714286,391.,0.3285714286,391.,0.7357142857,391.,0.0285714286,391.,0.25,391.,0.6642857143,391.,0.25,391.,0.25
392.,0.6928571429,392.,0.1571428571,392.,0.3857142857,392.,0.1928571429,392.,0.1928571429,392.,0.3285714286,392.,0.3285714286,392.,0.7357142857,392.,0.0285714286,392.,0.25,392.,0.6571428571,392.,0.25,392.,0.25
393.,0.7,393.,0.1642857143,393.,0.3785714286,393.,0.1857142857,393.,0.1857142857,393.,0.3214285714,393.,0.3214285714,393.,0.7428571429,393.,0.0357142857,393.,0.25,393.,0.65,393.,0.25,393.,0.25
394.,0.7,394.,0.1714285714,394.,0.3714285714,394.,0.1928571429,394.,0.1785714286,394.,0.3071428571,394.,0.3214285714,394.,0.7428571429,394.,0.0285714286,394.,0.25,394.,0.65,394.,0.25,394.,0.25
395.,0.7,395.,0.1785714286,395.,0.3714285714,395.,0.1928571429,395.,0.1928571429,395.,0.3,395.,0.3214285714,395.,0.7428571429,395.,0.0285714286,395.,0.2428571429,395.,0.6642857143,395.,0.25,395.,0.25
396.,0.7,396.,0.1714285714,396.,0.3714285714,396.,0.1928571429,396.,0.1857142857,396.,0.3,396.,0.3142857143,396.,0.7428571429,396.,0.0357142857,396.,0.2428571429,396.,0.6571428571,396.,0.25,396.,0.25
397.,0.7042253521,397.,0.161971831,397.,0.3661971831,397.,0.1830985915,397.,0.1901408451,397.,0.323943662,397.,0.3380281690,397.,0.7323943662,397.,0.0140845070,397.,0.2253521127,397.,0.6760563380,397.,0.2464788732,397.,0.2746478873
398.,0.6971830986,398.,0.1549295775,398.,0.3521126761,398.,0.1830985915,398.,0.1901408451,398.,0.3169014085,398.,0.3309859155,398.,0.7323943662,398.,0.0140845070,398.,0.2323943662,398.,0.6690140845,398.,0.2464788732,398.,0.2605633803
399.,0.6971830986,399.,0.1478873239,399.,0.3521126761,399.,0.1901408451,399.,0.1830985915,399.,0.3169014085,399.,0.3309859155,399.,0.7323943662,399.,0.0140845070,399.,0.2323943662,399.,0.6690140845,399.,0.2464788732,399.,0.2464788732
400.,0.6923076923,400.,0.1398601399,400.,0.3496503497,400.,0.1958041958,400.,0.1748251748,400.,0.3286713287,400.,0.3356643357,400.,0.7412587413,400.,0.013986014,400.,0.2237762238,400.,0.6783216783,400.,0.2447552448,400.,0.2587412587
401.,0.6923076923,401.,0.1398601399,401.,0.3566433566,401.,0.1958041958,401.,0.1748251748,401.,0.3216783217,401.,0.3356643357,401.,0.7342657343,401.,0.013986014,401.,0.2237762238,401.,0.6783216783,401.,0.2447552448,401.,0.2517482517
402.,0.6853146853,402.,0.1328671329,402.,0.3566433566,402.,0.1958041958,402.,0.1748251748,402.,0.3216783217,402.,0.3496503497,402.,0.7342657343,402.,0.013986014,402.,0.2307692308,402.,0.6713286713,402.,0.2447552448,402.,0.2447552448
403.,0.6875,403.,0.1319444444,403.,0.3541666667,403.,0.2083333333,403.,0.1736111111,403.,0.3194444444,403.,0.3472222222,403.,0.7291666667,403.,0.0069444444,403.,0.2222222222,403.,0.6666666667,403.,0.2430555556,403.,0.2569444444
404.,0.6875,404.,0.1319444444,404.,0.3541666667,404.,0.2083333333,404.,0.1736111111,404.,0.3194444444,404.,0.3333333333,404.,0.7291666667,404.,0.,404.,0.2222222222,404.,0.6666666667,404.,0.2430555556,404.,0.25
405.,0.6875,405.,0.1319444444,405.,0.3541666667,405.,0.2152777778,405.,0.1736111111,405.,0.3125,405.,0.3263888889,405.,0.7291666667,405.,0.,405.,0.2222222222,405.,0.6597222222,405.,0.2430555556,405.,0.25
406.,0.6875,406.,0.1319444444,406.,0.3541666667,406.,0.2152777778,406.,0.1736111111,406.,0.3055555556,406.,0.3263888889,406.,0.7361111111,406.,0.0069444444,406.,0.2222222222,406.,0.6666666667,406.,0.2430555556,406.,0.25
407.,0.6944444444,407.,0.1319444444,407.,0.3541666667,407.,0.2083333333,407.,0.1736111111,407.,0.3055555556,407.,0.3194444444,407.,0.7430555556,407.,0.0138888889,407.,0.2222222222,407.,0.6666666667,407.,0.2430555556,407.,0.25
408.,0.6875,408.,0.125,408.,0.3472222222,408.,0.2083333333,408.,0.1736111111,408.,0.3055555556,408.,0.3194444444,408.,0.7430555556,408.,0.0069444444,408.,0.2361111111,408.,0.6666666667,408.,0.2430555556,408.,0.25
409.,0.6944444444,409.,0.125,409.,0.3472222222,409.,0.2152777778,409.,0.1805555556,409.,0.2986111111,409.,0.3194444444,409.,0.7430555556,409.,0.0138888889,409.,0.2430555556,409.,0.6666666667,409.,0.2430555556,409.,0.25
410.,0.6944444444,410.,0.125,410.,0.3541666667,410.,0.2152777778,410.,0.1736111111,410.,0.2916666667,410.,0.3194444444,410.,0.7430555556,410.,0.0138888889,410.,0.2430555556,410.,0.6736111111,410.,0.2430555556,410.,0.2430555556
411.,0.6944444444,411.,0.125,411.,0.3611111111,411.,0.2152777778,411.,0.1736111111,411.,0.2916666667,411.,0.3194444444,411.,0.7430555556,411.,0.0138888889,411.,0.2430555556,411.,0.6736111111,411.,0.2430555556,411.,0.2430555556
412.,0.6944444444,412.,0.1319444444,412.,0.3611111111,412.,0.2222222222,412.,0.1736111111,412.,0.2986111111,412.,0.3194444444,412.,0.7430555556,412.,0.0208333333,412.,0.2430555556,412.,0.6597222222,412.,0.2430555556,412.,0.2430555556
413.,0.6944444444,413.,0.1319444444,413.,0.3541666667,413.,0.2222222222,413.,0.1736111111,413.,0.2986111111,413.,0.3194444444,413.,0.7430555556,413.,0.0208333333,413.,0.2430555556,413.,0.6597222222,413.,0.2430555556,413.,0.2430555556
414.,0.6944444444,414.,0.1319444444,414.,0.3541666667,414.,0.2291666667,414.,0.1805555556,414.,0.2986111111,414.,0.3263888889,414.,0.7430555556,414.,0.0277777778,414.,0.25,414.,0.6597222222,414.,0.2430555556,414.,0.2430555556
415.,0.6965517241,415.,0.1310344828,415.,0.3517241379,415.,0.2275862069,415.,0.1793103448,415.,0.3103448276,415.,0.3310344828,415.,0.7448275862,415.,0.0206896552,415.,0.2413793103,415.,0.6620689655,415.,0.2413793103,415.,0.2413793103
416.,0.6965517241,416.,0.1310344828,416.,0.3586206897,416.,0.2413793103,416.,0.1793103448,416.,0.3103448276,416.,0.3310344828,416.,0.7448275862,416.,0.0206896552,416.,0.2413793103,416.,0.6551724138,416.,0.2413793103,416.,0.2413793103
417.,0.6965517241,417.,0.1241379310,417.,0.3586206897,417.,0.2206896552,417.,0.1793103448,417.,0.3103448276,417.,0.3172413793,417.,0.7517241379,417.,0.0206896552,417.,0.2413793103,417.,0.6551724138,417.,0.2413793103,417.,0.2413793103
418.,0.7034482759,418.,0.1241379310,418.,0.3724137931,418.,0.2206896552,418.,0.1793103448,418.,0.3103448276,418.,0.3034482759,418.,0.7517241379,418.,0.0206896552,418.,0.2482758621,418.,0.6482758621,418.,0.2413793103,418.,0.2413793103
419.,0.7034482759,419.,0.1241379310,419.,0.3724137931,419.,0.2206896552,419.,0.1793103448,419.,0.3034482759,419.,0.3034482759,419.,0.7517241379,419.,0.0206896552,419.,0.2482758621,419.,0.6413793103,419.,0.2413793103,419.,0.2413793103
420.,0.7103448276,420.,0.1241379310,420.,0.3724137931,420.,0.2206896552,420.,0.1793103448,420.,0.3034482759,420.,0.3034482759,420.,0.7517241379,420.,0.0206896552,420.,0.2482758621,420.,0.6413793103,420.,0.2413793103,420.,0.2413793103
421.,0.7103448276,421.,0.1172413793,421.,0.3793103448,421.,0.2206896552,421.,0.1793103448,421.,0.3034482759,421.,0.2965517241,421.,0.7517241379,421.,0.0275862069,421.,0.2551724138,421.,0.6413793103,421.,0.2413793103,421.,0.2413793103
422.,0.7103448276,422.,0.1172413793,422.,0.3724137931,422.,0.2206896552,422.,0.1586206897,422.,0.2965517241,422.,0.2965517241,422.,0.7517241379,422.,0.0275862069,422.,0.2551724138,422.,0.6482758621,422.,0.2413793103,422.,0.2413793103
423.,0.7103448276,423.,0.1172413793,423.,0.3724137931,423.,0.2275862069,423.,0.1655172414,423.,0.2965517241,423.,0.2896551724,423.,0.7517241379,423.,0.0275862069,423.,0.2620689655,423.,0.6482758621,423.,0.2413793103,423.,0.2413793103
424.,0.7103448276,424.,0.1241379310,424.,0.3724137931,424.,0.2206896552,424.,0.1655172414,424.,0.2965517241,424.,0.2896551724,424.,0.7517241379,424.,0.0275862069,424.,0.2620689655,424.,0.6482758621,424.,0.2413793103,424.,0.2413793103
425.,0.7103448276,425.,0.1241379310,425.,0.3793103448,425.,0.2206896552,425.,0.1793103448,425.,0.2965517241,425.,0.2896551724,425.,0.7517241379,425.,0.0275862069,425.,0.2620689655,425.,0.6413793103,425.,0.2413793103,425.,0.2413793103
426.,0.7103448276,426.,0.1241379310,426.,0.3655172414,426.,0.2275862069,426.,0.1793103448,426.,0.2965517241,426.,0.2896551724,426.,0.7517241379,426.,0.0275862069,426.,0.2620689655,426.,0.6344827586,426.,0.2413793103,426.,0.2413793103
427.,0.7103448276,427.,0.1241379310,427.,0.3655172414,427.,0.2137931034,427.,0.1793103448,427.,0.2965517241,427.,0.2896551724,427.,0.7517241379,427.,0.0275862069,427.,0.275862069,427.,0.6344827586,427.,0.2413793103,427.,0.2413793103
428.,0.7123287671,428.,0.1164383562,428.,0.3561643836,428.,0.2191780822,428.,0.1712328767,428.,0.3082191781,428.,0.3013698630,428.,0.7534246575,428.,0.0205479452,428.,0.2671232877,428.,0.6438356164,428.,0.2534246575,428.,0.2397260274
429.,0.7123287671,429.,0.1095890411,429.,0.3630136986,429.,0.2260273973,429.,0.1712328767,429.,0.3082191781,429.,0.3013698630,429.,0.7534246575,429.,0.0205479452,429.,0.2671232877,429.,0.6506849315,429.,0.2534246575,429.,0.2465753425
430.,0.7123287671,430.,0.1095890411,430.,0.3835616438,430.,0.2328767123,430.,0.1575342466,430.,0.2945205479,430.,0.3013698630,430.,0.7465753425,430.,0.0273972603,430.,0.2602739726,430.,0.6575342466,430.,0.2534246575,430.,0.2465753425
431.,0.7054794521,431.,0.1027397260,431.,0.3698630137,431.,0.2191780822,431.,0.1643835616,431.,0.2945205479,431.,0.3013698630,431.,0.7465753425,431.,0.0273972603,431.,0.2602739726,431.,0.6575342466,431.,0.2534246575,431.,0.2465753425
432.,0.7074829932,432.,0.0884353741,432.,0.3673469388,432.,0.2040816327,432.,0.1564625850,432.,0.306122449,432.,0.3129251701,432.,0.7346938776,432.,0.0204081633,432.,0.2585034014,432.,0.6598639456,432.,0.2517006803,432.,0.2585034014
433.,0.7074829932,433.,0.0952380952,433.,0.3673469388,433.,0.2040816327,433.,0.1564625850,433.,0.306122449,433.,0.306122449,433.,0.7346938776,433.,0.0272108844,433.,0.2585034014,433.,0.6598639456,433.,0.2517006803,433.,0.2585034014
434.,0.7074829932,434.,0.0884353741,434.,0.3673469388,434.,0.2040816327,434.,0.1564625850,434.,0.306122449,434.,0.306122449,434.,0.7414965986,434.,0.0340136054,434.,0.2585034014,434.,0.6598639456,434.,0.2517006803,434.,0.2448979592
435.,0.7074829932,435.,0.0884353741,435.,0.380952381,435.,0.1972789116,435.,0.1564625850,435.,0.306122449,435.,0.306122449,435.,0.7414965986,435.,0.0272108844,435.,0.2585034014,435.,0.6598639456,435.,0.2517006803,435.,0.2448979592
436.,0.7142857143,436.,0.0884353741,436.,0.3741496599,436.,0.2040816327,436.,0.1564625850,436.,0.306122449,436.,0.306122449,436.,0.7414965986,436.,0.0204081633,436.,0.2517006803,436.,0.6598639456,436.,0.2517006803,436.,0.2448979592
437.,0.7142857143,437.,0.0816326531,437.,0.3741496599,437.,0.2108843537,437.,0.1632653061,437.,0.2993197279,437.,0.306122449,437.,0.7414965986,437.,0.0204081633,437.,0.2517006803,437.,0.6530612245,437.,0.2517006803,437.,0.2448979592
438.,0.7074829932,438.,0.074829932,438.,0.3741496599,438.,0.1972789116,438.,0.1632653061,438.,0.2993197279,438.,0.306122449,438.,0.7414965986,438.,0.0272108844,438.,0.2517006803,438.,0.6530612245,438.,0.2517006803,438.,0.2448979592
439.,0.7094594595,439.,0.0743243243,439.,0.3716216216,439.,0.1959459459,439.,0.1554054054,439.,0.3175675676,439.,0.3175675676,439.,0.7432432432,439.,0.0202702703,439.,0.2432432432,439.,0.6621621622,439.,0.25,439.,0.2567567568
440.,0.7094594595,440.,0.0743243243,440.,0.3648648649,440.,0.2094594595,440.,0.1621621622,440.,0.3108108108,440.,0.3040540541,440.,0.75,440.,0.0135135135,440.,0.25,440.,0.6486486486,440.,0.25,440.,0.2567567568
441.,0.7162162162,441.,0.0743243243,441.,0.3648648649,441.,0.2162162162,441.,0.1621621622,441.,0.3040540541,441.,0.3040540541,441.,0.7432432432,441.,0.0135135135,441.,0.25,441.,0.6486486486,441.,0.25,441.,0.2567567568
442.,0.7162162162,442.,0.0743243243,442.,0.3716216216,442.,0.2162162162,442.,0.1689189189,442.,0.2972972973,442.,0.2972972973,442.,0.7432432432,442.,0.0135135135,442.,0.25,442.,0.6554054054,442.,0.25,442.,0.2635135135
443.,0.7162162162,443.,0.0743243243,443.,0.3783783784,443.,0.222972973,443.,0.1756756757,443.,0.2972972973,443.,0.2905405405,443.,0.7432432432,443.,0.0270270270,443.,0.25,443.,0.6554054054,443.,0.25,443.,0.25
444.,0.7162162162,444.,0.0743243243,444.,0.3716216216,444.,0.2162162162,444.,0.1891891892,444.,0.2905405405,444.,0.2905405405,444.,0.75,444.,0.0270270270,444.,0.25,444.,0.6621621622,444.,0.25,444.,0.25
445.,0.7162162162,445.,0.0675675676,445.,0.3716216216,445.,0.2162162162,445.,0.1824324324,445.,0.2905405405,445.,0.2905405405,445.,0.75,445.,0.0270270270,445.,0.25,445.,0.6486486486,445.,0.25,445.,0.25
446.,0.7162162162,446.,0.0675675676,446.,0.3783783784,446.,0.222972973,446.,0.1891891892,446.,0.2905405405,446.,0.2837837838,446.,0.75,446.,0.0202702703,446.,0.25,446.,0.6554054054,446.,0.25,446.,0.25
447.,0.7162162162,447.,0.0608108108,447.,0.3851351351,447.,0.2162162162,447.,0.1756756757,447.,0.2905405405,447.,0.2837837838,447.,0.75,447.,0.0202702703,447.,0.2635135135,447.,0.6486486486,447.,0.25,447.,0.25
448.,0.7162162162,448.,0.0608108108,448.,0.3851351351,448.,0.2162162162,448.,0.1891891892,448.,0.2905405405,448.,0.2837837838,448.,0.75,448.,0.0202702703,448.,0.2635135135,448.,0.6486486486,448.,0.25,448.,0.25
449.,0.7162162162,449.,0.0675675676,449.,0.3918918919,449.,0.2162162162,449.,0.1891891892,449.,0.2905405405,449.,0.2837837838,449.,0.75,449.,0.0135135135,449.,0.2567567568,449.,0.6486486486,449.,0.25,449.,0.25
450.,0.7162162162,450.,0.0743243243,450.,0.3918918919,450.,0.2162162162,450.,0.1959459459,450.,0.2905405405,450.,0.2837837838,450.,0.75,450.,0.0135135135,450.,0.2567567568,450.,0.6418918919,450.,0.25,450.,0.25
451.,0.7162162162,451.,0.0743243243,451.,0.3918918919,451.,0.2162162162,451.,0.2162162162,451.,0.2837837838,451.,0.2837837838,451.,0.75,451.,0.0135135135,451.,0.2567567568,451.,0.6283783784,451.,0.25,451.,0.25
452.,0.722972973,452.,0.0675675676,452.,0.3986486486,452.,0.222972973,452.,0.2162162162,452.,0.2837837838,452.,0.2837837838,452.,0.75,452.,0.0135135135,452.,0.2567567568,452.,0.6216216216,452.,0.25,452.,0.25
453.,0.722972973,453.,0.0675675676,453.,0.3986486486,453.,0.2297297297,453.,0.2162162162,453.,0.2837837838,453.,0.2770270270,453.,0.75,453.,0.0135135135,453.,0.2567567568,453.,0.6148648649,453.,0.25,453.,0.25
454.,0.722972973,454.,0.0608108108,454.,0.3986486486,454.,0.2364864865,454.,0.2094594595,454.,0.2837837838,454.,0.2770270270,454.,0.75,454.,0.0135135135,454.,0.2567567568,454.,0.6148648649,454.,0.25,454.,0.25
455.,0.722972973,455.,0.0608108108,455.,0.4054054054,455.,0.2364864865,455.,0.2094594595,455.,0.2837837838,455.,0.2770270270,455.,0.75,455.,0.0135135135,455.,0.2635135135,455.,0.6148648649,455.,0.25,455.,0.25
456.,0.722972973,456.,0.0675675676,456.,0.4054054054,456.,0.2364864865,456.,0.2027027027,456.,0.2837837838,456.,0.2770270270,456.,0.75,456.,0.0202702703,456.,0.2702702703,456.,0.6148648649,456.,0.25,456.,0.25
457.,0.722972973,457.,0.0675675676,457.,0.4054054054,457.,0.2364864865,457.,0.2027027027,457.,0.2837837838,457.,0.2770270270,457.,0.75,457.,0.0202702703,457.,0.2702702703,457.,0.6081081081,457.,0.25,457.,0.25
458.,0.7248322148,458.,0.067114094,458.,0.4026845638,458.,0.2348993289,458.,0.2013422819,458.,0.2953020134,458.,0.2885906040,458.,0.7382550336,458.,0.0134228188,458.,0.2617449664,458.,0.6107382550,458.,0.2483221477,458.,0.2483221477
459.,0.7248322148,459.,0.0738255034,459.,0.4093959732,459.,0.2348993289,459.,0.2013422819,459.,0.2953020134,459.,0.2818791946,459.,0.7382550336,459.,0.0268456376,459.,0.2617449664,459.,0.6107382550,459.,0.2483221477,459.,0.2483221477
460.,0.7248322148,460.,0.067114094,460.,0.4093959732,460.,0.2281879195,460.,0.1946308725,460.,0.2885906040,460.,0.2818791946,460.,0.744966443,460.,0.0402684564,460.,0.2684563758,460.,0.6040268456,460.,0.2483221477,460.,0.2483221477
461.,0.7248322148,461.,0.067114094,461.,0.4228187919,461.,0.2348993289,461.,0.2013422819,461.,0.2818791946,461.,0.2818791946,461.,0.744966443,461.,0.0402684564,461.,0.2684563758,461.,0.5973154362,461.,0.2483221477,461.,0.2483221477
462.,0.7181208054,462.,0.067114094,462.,0.4429530201,462.,0.2281879195,462.,0.1677852349,462.,0.2751677852,462.,0.2818791946,462.,0.744966443,462.,0.0469798658,462.,0.2818791946,462.,0.5906040268,462.,0.2483221477,462.,0.2483221477
463.,0.72,463.,0.0666666667,463.,0.44,463.,0.2066666667,463.,0.1666666667,463.,0.2866666667,463.,0.2933333333,463.,0.7466666667,463.,0.04,463.,0.2733333333,463.,0.5866666667,463.,0.2466666667,463.,0.2466666667
464.,0.72,464.,0.0666666667,464.,0.44,464.,0.2,464.,0.16,464.,0.28,464.,0.2933333333,464.,0.7466666667,464.,0.0333333333,464.,0.28,464.,0.58,464.,0.2466666667,464.,0.2466666667
465.,0.72,465.,0.0666666667,465.,0.44,465.,0.2,465.,0.16,465.,0.28,465.,0.2933333333,465.,0.7466666667,465.,0.0266666667,465.,0.28,465.,0.5733333333,465.,0.2466666667,465.,0.2466666667
466.,0.72,466.,0.06,466.,0.44,466.,0.1933333333,466.,0.1666666667,466.,0.28,466.,0.2933333333,466.,0.7466666667,466.,0.0333333333,466.,0.2866666667,466.,0.58,466.,0.2466666667,466.,0.2466666667
467.,0.72,467.,0.06,467.,0.4333333333,467.,0.2066666667,467.,0.1666666667,467.,0.2866666667,467.,0.2933333333,467.,0.7533333333,467.,0.0333333333,467.,0.3,467.,0.5933333333,467.,0.2466666667,467.,0.2466666667
468.,0.7218543046,468.,0.0596026490,468.,0.4238410596,468.,0.2052980132,468.,0.1655629139,468.,0.2980132450,468.,0.3046357616,468.,0.7549668874,468.,0.0198675497,468.,0.2913907285,468.,0.5894039735,468.,0.2450331126,468.,0.2582781457
469.,0.7218543046,469.,0.0596026490,469.,0.4172185430,469.,0.2185430464,469.,0.1589403974,469.,0.2913907285,469.,0.3046357616,469.,0.7549668874,469.,0.0264900662,469.,0.2913907285,469.,0.5695364238,469.,0.2450331126,469.,0.2582781457
470.,0.7284768212,470.,0.0596026490,470.,0.4172185430,470.,0.2119205298,470.,0.1655629139,470.,0.2913907285,470.,0.2980132450,470.,0.7549668874,470.,0.0264900662,470.,0.2913907285,470.,0.5695364238,470.,0.2450331126,470.,0.2516556291
471.,0.7284768212,471.,0.0662251656,471.,0.4172185430,471.,0.2185430464,471.,0.1655629139,471.,0.2847682119,471.,0.2980132450,471.,0.7549668874,471.,0.0264900662,471.,0.2913907285,471.,0.5761589404,471.,0.2450331126,471.,0.2516556291
472.,0.7284768212,472.,0.0662251656,472.,0.4172185430,472.,0.2185430464,472.,0.1655629139,472.,0.2847682119,472.,0.2980132450,472.,0.7549668874,472.,0.0198675497,472.,0.2980132450,472.,0.5761589404,472.,0.2450331126,472.,0.2516556291
473.,0.7284768212,473.,0.0662251656,473.,0.4172185430,473.,0.2185430464,473.,0.1721854305,473.,0.2715231788,473.,0.2913907285,473.,0.7549668874,473.,0.0331125828,473.,0.2980132450,473.,0.5761589404,473.,0.2450331126,473.,0.2516556291
474.,0.7284768212,474.,0.0794701987,474.,0.4105960265,474.,0.2185430464,474.,0.1788079470,474.,0.2715231788,474.,0.2847682119,474.,0.7549668874,474.,0.0397350993,474.,0.2913907285,474.,0.582781457,474.,0.2450331126,474.,0.2516556291
475.,0.7284768212,475.,0.0794701987,475.,0.3907284768,475.,0.2119205298,475.,0.1788079470,475.,0.2715231788,475.,0.2847682119,475.,0.7483443709,475.,0.0463576159,475.,0.2913907285,475.,0.582781457,475.,0.2450331126,475.,0.2450331126
476.,0.7284768212,476.,0.0794701987,476.,0.3907284768,476.,0.2251655629,476.,0.1854304636,476.,0.2715231788,476.,0.2781456954,476.,0.7483443709,476.,0.0397350993,476.,0.2913907285,476.,0.5894039735,476.,0.2450331126,476.,0.2450331126
