CycD_x,CycD_y,CycE_x,CycE_y,CycA_x,CycA_y,CycB_x,CycB_y,E2F_x,E2F_y,p27_x,p27_y,Rb_x,Rb_y,YAP_x,YAP_y,Cdc20_x,Cdc20_y,UbcH10_x,UbcH10_y,cdh1_x,cdh1_y,NF2_x,NF2_y,LATS_x,LATS_y
10.,0.37,10.,0.01,10.,0.,10.,0.,10.,0.1,10.,0.57,10.,0.56,10.,0.42,10.,0.,10.,0.,10.,1.,10.,0.54,10.,0.55
11.,0.36,11.,0.01,11.,0.,11.,0.,11.,0.1,11.,0.6,11.,0.56,11.,0.43,11.,0.,11.,0.,11.,1.,11.,0.54,11.,0.55
12.,0.36,12.,0.01,12.,0.,12.,0.,12.,0.1,12.,0.6,12.,0.6,12.,0.43,12.,0.,12.,0.,12.,1.,12.,0.54,12.,0.55
13.,0.35,13.,0.01,13.,0.,13.,0.,13.,0.1,13.,0.61,13.,0.63,13.,0.45,13.,0.,13.,0.,13.,1.,13.,0.54,13.,0.55
14.,0.35,14.,0.01,14.,0.,14.,0.,14.,0.09,14.,0.62,14.,0.64,14.,0.44,14.,0.,14.,0.,14.,1.,14.,0.54,14.,0.54
15.,0.34,15.,0.01,15.,0.,15.,0.,15.,0.09,15.,0.62,15.,0.66,15.,0.44,15.,0.,15.,0.,15.,1.,15.,0.54,15.,0.54
16.,0.35,16.,0.01,16.,0.,16.,0.,16.,0.09,16.,0.62,16.,0.66,16.,0.44,16.,0.,16.,0.,16.,1.,16.,0.54,16.,0.54
17.,0.34,17.,0.01,17.,0.,17.,0.,17.,0.07,17.,0.61,17.,0.66,17.,0.44,17.,0.,17.,0.,17.,1.,17.,0.54,17.,0.54
18.,0.34,18.,0.01,18.,0.,18.,0.,18.,0.07,18.,0.62,18.,0.64,18.,0.44,18.,0.,18.,0.,18.,1.,18.,0.54,18.,0.53
19.,0.34,19.,0.01,19.,0.,19.,0.,19.,0.07,19.,0.65,19.,0.63,19.,0.44,19.,0.,19.,0.,19.,1.,19.,0.54,19.,0.53
20.,0.34,20.,0.01,20.,0.,20.,0.,20.,0.07,20.,0.66,20.,0.64,20.,0.45,20.,0.,20.,0.,20.,1.,20.,0.54,20.,0.53
21.,0.34,21.,0.01,21.,0.,21.,0.,21.,0.07,21.,0.66,21.,0.66,21.,0.45,21.,0.,21.,0.,21.,1.,21.,0.54,21.,0.53
22.,0.33,22.,0.02,22.,0.,22.,0.,22.,0.08,22.,0.65,22.,0.66,22.,0.46,22.,0.,22.,0.,22.,1.,22.,0.54,22.,0.53
23.,0.33,23.,0.02,23.,0.01,23.,0.,23.,0.08,23.,0.68,23.,0.66,23.,0.46,23.,0.,23.,0.,23.,1.,23.,0.54,23.,0.54
24.,0.33,24.,0.02,24.,0.01,24.,0.,24.,0.07,24.,0.69,24.,0.65,24.,0.46,24.,0.,24.,0.,24.,1.,24.,0.54,24.,0.54
25.,0.32,25.,0.02,25.,0.01,25.,0.,25.,0.06,25.,0.69,25.,0.66,25.,0.46,25.,0.,25.,0.,25.,0.99,25.,0.54,25.,0.54
26.,0.32,26.,0.02,26.,0.01,26.,0.,26.,0.06,26.,0.69,26.,0.67,26.,0.46,26.,0.,26.,0.,26.,0.99,26.,0.54,26.,0.54
27.,0.32,27.,0.02,27.,0.01,27.,0.,27.,0.05,27.,0.69,27.,0.67,27.,0.46,27.,0.,27.,0.,27.,0.99,27.,0.54,27.,0.54
28.,0.32,28.,0.02,28.,0.01,28.,0.,28.,0.06,28.,0.69,28.,0.67,28.,0.46,28.,0.,28.,0.,28.,0.99,28.,0.54,28.,0.54
29.,0.32,29.,0.02,29.,0.01,29.,0.,29.,0.08,29.,0.69,29.,0.67,29.,0.46,29.,0.,29.,0.,29.,0.99,29.,0.54,29.,0.54
30.,0.32,30.,0.02,30.,0.01,30.,0.,30.,0.08,30.,0.69,30.,0.67,30.,0.46,30.,0.,30.,0.,30.,0.99,30.,0.54,30.,0.54
31.,0.33,31.,0.02,31.,0.01,31.,0.,31.,0.08,31.,0.69,31.,0.67,31.,0.46,31.,0.,31.,0.,31.,0.99,31.,0.54,31.,0.54
32.,0.33,32.,0.02,32.,0.01,32.,0.,32.,0.08,32.,0.69,32.,0.67,32.,0.46,32.,0.,32.,0.,32.,0.99,32.,0.54,32.,0.54
33.,0.33,33.,0.02,33.,0.01,33.,0.,33.,0.08,33.,0.69,33.,0.67,33.,0.46,33.,0.,33.,0.,33.,0.99,33.,0.54,33.,0.54
34.,0.33,34.,0.02,34.,0.01,34.,0.,34.,0.08,34.,0.68,34.,0.66,34.,0.46,34.,0.,34.,0.,34.,0.99,34.,0.54,34.,0.54
35.,0.33,35.,0.02,35.,0.01,35.,0.,35.,0.09,35.,0.68,35.,0.66,35.,0.46,35.,0.,35.,0.,35.,0.99,35.,0.54,35.,0.54
36.,0.33,36.,0.02,36.,0.01,36.,0.,36.,0.1,36.,0.68,36.,0.66,36.,0.46,36.,0.,36.,0.,36.,0.99,36.,0.54,36.,0.54
37.,0.33,37.,0.02,37.,0.01,37.,0.,37.,0.1,37.,0.68,37.,0.66,37.,0.46,37.,0.,37.,0.,37.,0.99,37.,0.54,37.,0.54
38.,0.33,38.,0.02,38.,0.03,38.,0.,38.,0.1,38.,0.68,38.,0.66,38.,0.46,38.,0.,38.,0.,38.,0.99,38.,0.54,38.,0.54
39.,0.33,39.,0.01,39.,0.03,39.,0.,39.,0.11,39.,0.68,39.,0.67,39.,0.46,39.,0.,39.,0.,39.,0.99,39.,0.54,39.,0.54
40.,0.33,40.,0.02,40.,0.04,40.,0.,40.,0.11,40.,0.68,40.,0.67,40.,0.46,40.,0.,40.,0.,40.,0.98,40.,0.54,40.,0.54
41.,0.33,41.,0.02,41.,0.04,41.,0.,41.,0.12,41.,0.68,41.,0.67,41.,0.46,41.,0.,41.,0.,41.,0.98,41.,0.54,41.,0.54
42.,0.34,42.,0.02,42.,0.04,42.,0.,42.,0.12,42.,0.68,42.,0.67,42.,0.46,42.,0.,42.,0.,42.,0.98,42.,0.54,42.,0.54
43.,0.34,43.,0.02,43.,0.04,43.,0.,43.,0.13,43.,0.67,43.,0.67,43.,0.46,43.,0.,43.,0.,43.,0.98,43.,0.54,43.,0.54
44.,0.34,44.,0.02,44.,0.04,44.,0.,44.,0.14,44.,0.67,44.,0.67,44.,0.46,44.,0.,44.,0.,44.,0.98,44.,0.54,44.,0.54
45.,0.35,45.,0.02,45.,0.04,45.,0.,45.,0.14,45.,0.67,45.,0.67,45.,0.46,45.,0.,45.,0.,45.,0.98,45.,0.54,45.,0.54
46.,0.35,46.,0.02,46.,0.04,46.,0.,46.,0.14,46.,0.67,46.,0.67,46.,0.46,46.,0.,46.,0.,46.,0.97,46.,0.54,46.,0.54
47.,0.35,47.,0.02,47.,0.04,47.,0.,47.,0.14,47.,0.65,47.,0.67,47.,0.46,47.,0.,47.,0.,47.,0.97,47.,0.54,47.,0.54
48.,0.36,48.,0.02,48.,0.04,48.,0.,48.,0.14,48.,0.65,48.,0.66,48.,0.46,48.,0.,48.,0.,48.,0.97,48.,0.54,48.,0.54
49.,0.37,49.,0.02,49.,0.04,49.,0.01,49.,0.13,49.,0.64,49.,0.66,49.,0.46,49.,0.,49.,0.,49.,0.97,49.,0.54,49.,0.54
50.,0.37,50.,0.01,50.,0.04,50.,0.01,50.,0.12,50.,0.64,50.,0.65,50.,0.46,50.,0.,50.,0.,50.,0.97,50.,0.54,50.,0.54
51.,0.37,51.,0.01,51.,0.04,51.,0.02,51.,0.13,51.,0.64,51.,0.65,51.,0.46,51.,0.,51.,0.,51.,0.97,51.,0.54,51.,0.54
52.,0.37,52.,0.01,52.,0.04,52.,0.02,52.,0.13,52.,0.64,52.,0.65,52.,0.46,52.,0.,52.,0.01,52.,0.97,52.,0.54,52.,0.54
53.,0.37,53.,0.01,53.,0.04,53.,0.02,53.,0.13,53.,0.63,53.,0.63,53.,0.46,53.,0.,53.,0.01,53.,0.97,53.,0.54,53.,0.54
54.,0.37,54.,0.01,54.,0.04,54.,0.02,54.,0.13,54.,0.63,54.,0.63,54.,0.46,54.,0.,54.,0.01,54.,0.97,54.,0.54,54.,0.54
55.,0.38,55.,0.02,55.,0.05,55.,0.02,55.,0.14,55.,0.63,55.,0.63,55.,0.46,55.,0.01,55.,0.01,55.,0.97,55.,0.54,55.,0.54
56.,0.38,56.,0.02,56.,0.07,56.,0.02,56.,0.13,56.,0.63,56.,0.63,56.,0.46,56.,0.01,56.,0.01,56.,0.96,56.,0.54,56.,0.54
57.,0.39,57.,0.03,57.,0.06,57.,0.01,57.,0.13,57.,0.63,57.,0.63,57.,0.46,57.,0.01,57.,0.01,57.,0.96,57.,0.54,57.,0.54
58.,0.39,58.,0.03,58.,0.06,58.,0.01,58.,0.13,58.,0.63,58.,0.63,58.,0.46,58.,0.01,58.,0.01,58.,0.95,58.,0.54,58.,0.54
59.,0.39,59.,0.05,59.,0.07,59.,0.02,59.,0.13,59.,0.63,59.,0.63,59.,0.46,59.,0.01,59.,0.01,59.,0.95,59.,0.54,59.,0.54
60.,0.39,60.,0.05,60.,0.07,60.,0.02,60.,0.13,60.,0.63,60.,0.63,60.,0.46,60.,0.,60.,0.01,60.,0.95,60.,0.54,60.,0.54
61.,0.39,61.,0.05,61.,0.09,61.,0.02,61.,0.13,61.,0.62,61.,0.63,61.,0.46,61.,0.,61.,0.01,61.,0.94,61.,0.54,61.,0.54
62.,0.39,62.,0.05,62.,0.09,62.,0.02,62.,0.13,62.,0.62,62.,0.63,62.,0.46,62.,0.,62.,0.01,62.,0.93,62.,0.54,62.,0.54
63.,0.39,63.,0.04,63.,0.09,63.,0.02,63.,0.12,63.,0.62,63.,0.63,63.,0.46,63.,0.,63.,0.01,63.,0.93,63.,0.54,63.,0.54
64.,0.39,64.,0.04,64.,0.09,64.,0.02,64.,0.1,64.,0.62,64.,0.62,64.,0.46,64.,0.,64.,0.01,64.,0.93,64.,0.54,64.,0.54
65.,0.39,65.,0.04,65.,0.09,65.,0.01,65.,0.11,65.,0.62,65.,0.62,65.,0.46,65.,0.01,65.,0.02,65.,0.93,65.,0.54,65.,0.54
66.,0.39,66.,0.04,66.,0.09,66.,0.01,66.,0.12,66.,0.62,66.,0.62,66.,0.46,66.,0.01,66.,0.02,66.,0.93,66.,0.54,66.,0.54
67.,0.39,67.,0.04,67.,0.09,67.,0.01,67.,0.13,67.,0.62,67.,0.61,67.,0.46,67.,0.01,67.,0.02,67.,0.93,67.,0.54,67.,0.54
68.,0.39,68.,0.04,68.,0.1,68.,0.01,68.,0.15,68.,0.62,68.,0.61,68.,0.46,68.,0.01,68.,0.02,68.,0.93,68.,0.54,68.,0.54
69.,0.4,69.,0.04,69.,0.1,69.,0.01,69.,0.14,69.,0.62,69.,0.61,69.,0.46,69.,0.01,69.,0.02,69.,0.93,69.,0.54,69.,0.54
70.,0.4,70.,0.04,70.,0.09,70.,0.01,70.,0.14,70.,0.61,70.,0.61,70.,0.46,70.,0.01,70.,0.02,70.,0.92,70.,0.54,70.,0.54
71.,0.41,71.,0.04,71.,0.09,71.,0.01,71.,0.14,71.,0.6,71.,0.6,71.,0.46,71.,0.01,71.,0.02,71.,0.92,71.,0.54,71.,0.54
72.,0.41,72.,0.05,72.,0.09,72.,0.02,72.,0.15,72.,0.6,72.,0.6,72.,0.46,72.,0.01,72.,0.02,72.,0.92,72.,0.54,72.,0.54
73.,0.41,73.,0.05,73.,0.09,73.,0.02,73.,0.15,73.,0.6,73.,0.59,73.,0.46,73.,0.01,73.,0.02,73.,0.92,73.,0.54,73.,0.54
74.,0.42,74.,0.05,74.,0.09,74.,0.03,74.,0.15,74.,0.6,74.,0.59,74.,0.46,74.,0.02,74.,0.02,74.,0.91,74.,0.54,74.,0.54
75.,0.42,75.,0.05,75.,0.1,75.,0.03,75.,0.15,75.,0.6,75.,0.59,75.,0.46,75.,0.02,75.,0.02,75.,0.91,75.,0.54,75.,0.54
76.,0.4257425743,76.,0.0495049505,76.,0.099009901,76.,0.0297029703,76.,0.1584158416,76.,0.6138613861,76.,0.6039603960,76.,0.4455445545,76.,0.0099009901,76.,0.0099009901,76.,0.9108910891,76.,0.5346534653,76.,0.5346534653
77.,0.4257425743,77.,0.0495049505,77.,0.1089108911,77.,0.0297029703,77.,0.1683168317,77.,0.6039603960,77.,0.5940594059,77.,0.4455445545,77.,0.0099009901,77.,0.0099009901,77.,0.9108910891,77.,0.5346534653,77.,0.5346534653
78.,0.4257425743,78.,0.0594059406,78.,0.1089108911,78.,0.0297029703,78.,0.1683168317,78.,0.5940594059,78.,0.5940594059,78.,0.4455445545,78.,0.0099009901,78.,0.0099009901,78.,0.9108910891,78.,0.5346534653,78.,0.5346534653
79.,0.4257425743,79.,0.0594059406,79.,0.1089108911,79.,0.0297029703,79.,0.1584158416,79.,0.5940594059,79.,0.5940594059,79.,0.4554455446,79.,0.0198019802,79.,0.0099009901,79.,0.9108910891,79.,0.5346534653,79.,0.5346534653
80.,0.4215686275,80.,0.0490196078,80.,0.1078431373,80.,0.0098039216,80.,0.1568627451,80.,0.5882352941,80.,0.6078431373,80.,0.4607843137,80.,0.0098039216,80.,0.0098039216,80.,0.9117647059,80.,0.5294117647,80.,0.5294117647
81.,0.4215686275,81.,0.0490196078,81.,0.1078431373,81.,0.0098039216,81.,0.1666666667,81.,0.5882352941,81.,0.5882352941,81.,0.4607843137,81.,0.0098039216,81.,0.0196078431,81.,0.9117647059,81.,0.5294117647,81.,0.5294117647
82.,0.4215686275,82.,0.0588235294,82.,0.1176470588,82.,0.0098039216,82.,0.1666666667,82.,0.5980392157,82.,0.5882352941,82.,0.4607843137,82.,0.0098039216,82.,0.0196078431,82.,0.9117647059,82.,0.5294117647,82.,0.5294117647
83.,0.4271844660,83.,0.0582524272,83.,0.1067961165,83.,0.0097087379,83.,0.1553398058,83.,0.6019417476,83.,0.6019417476,83.,0.4466019417,83.,0.,83.,0.0097087379,83.,0.9126213592,83.,0.5242718447,83.,0.5242718447
84.,0.4271844660,84.,0.0582524272,84.,0.1067961165,84.,0.0097087379,84.,0.1553398058,84.,0.6019417476,84.,0.6019417476,84.,0.4563106796,84.,0.,84.,0.0097087379,84.,0.9029126214,84.,0.5242718447,84.,0.5242718447
85.,0.4271844660,85.,0.0582524272,85.,0.1067961165,85.,0.0194174757,85.,0.1553398058,85.,0.5922330097,85.,0.6019417476,85.,0.4563106796,85.,0.,85.,0.0097087379,85.,0.9029126214,85.,0.5242718447,85.,0.5242718447
86.,0.4271844660,86.,0.0582524272,86.,0.1165048544,86.,0.0291262136,86.,0.1553398058,86.,0.5825242718,86.,0.6019417476,86.,0.4660194175,86.,0.,86.,0.0097087379,86.,0.9029126214,86.,0.5242718447,86.,0.5242718447
87.,0.4271844660,87.,0.0679611650,87.,0.1262135922,87.,0.0291262136,87.,0.1650485437,87.,0.5825242718,87.,0.6019417476,87.,0.4660194175,87.,0.,87.,0.0097087379,87.,0.9029126214,87.,0.5242718447,87.,0.5242718447
88.,0.4271844660,88.,0.0679611650,88.,0.1262135922,88.,0.0291262136,88.,0.1650485437,88.,0.5825242718,88.,0.6019417476,88.,0.4660194175,88.,0.,88.,0.0097087379,88.,0.8932038835,88.,0.5242718447,88.,0.5242718447
89.,0.4271844660,89.,0.0679611650,89.,0.1165048544,89.,0.0291262136,89.,0.1553398058,89.,0.5825242718,89.,0.5922330097,89.,0.4660194175,89.,0.0097087379,89.,0.0097087379,89.,0.8932038835,89.,0.5242718447,89.,0.5242718447
90.,0.4271844660,90.,0.0679611650,90.,0.1165048544,90.,0.0291262136,90.,0.1553398058,90.,0.5825242718,90.,0.5825242718,90.,0.4660194175,90.,0.0097087379,90.,0.0097087379,90.,0.8932038835,90.,0.5242718447,90.,0.5242718447
91.,0.4271844660,91.,0.0679611650,91.,0.1262135922,91.,0.0291262136,91.,0.1553398058,91.,0.5825242718,91.,0.5825242718,91.,0.4757281553,91.,0.0194174757,91.,0.0097087379,91.,0.8932038835,91.,0.5242718447,91.,0.5242718447
92.,0.4271844660,92.,0.0679611650,92.,0.1359223301,92.,0.0291262136,92.,0.1553398058,92.,0.5825242718,92.,0.5825242718,92.,0.4757281553,92.,0.0194174757,92.,0.0097087379,92.,0.9126213592,92.,0.5242718447,92.,0.5242718447
93.,0.4271844660,93.,0.0776699029,93.,0.1359223301,93.,0.0291262136,93.,0.1553398058,93.,0.5825242718,93.,0.5825242718,93.,0.4757281553,93.,0.0097087379,93.,0.0194174757,93.,0.9126213592,93.,0.5242718447,93.,0.5242718447
94.,0.4271844660,94.,0.0776699029,94.,0.1359223301,94.,0.0291262136,94.,0.1553398058,94.,0.5825242718,94.,0.5825242718,94.,0.4757281553,94.,0.0097087379,94.,0.0291262136,94.,0.9029126214,94.,0.5242718447,94.,0.5242718447
95.,0.4271844660,95.,0.0776699029,95.,0.1359223301,95.,0.0291262136,95.,0.1553398058,95.,0.5825242718,95.,0.5825242718,95.,0.4757281553,95.,0.0097087379,95.,0.0291262136,95.,0.8932038835,95.,0.5242718447,95.,0.5242718447
96.,0.4271844660,96.,0.0776699029,96.,0.1359223301,96.,0.0194174757,96.,0.1553398058,96.,0.5825242718,96.,0.5825242718,96.,0.4757281553,96.,0.,96.,0.0291262136,96.,0.8834951456,96.,0.5242718447,96.,0.5242718447
97.,0.4271844660,97.,0.0776699029,97.,0.1359223301,97.,0.0194174757,97.,0.1359223301,97.,0.5825242718,97.,0.5825242718,97.,0.4757281553,97.,0.,97.,0.0291262136,97.,0.8834951456,97.,0.5242718447,97.,0.5242718447
98.,0.4271844660,98.,0.0776699029,98.,0.1359223301,98.,0.0194174757,98.,0.1262135922,98.,0.5825242718,98.,0.5825242718,98.,0.4757281553,98.,0.,98.,0.0291262136,98.,0.8737864078,98.,0.5242718447,98.,0.5242718447
99.,0.4271844660,99.,0.0776699029,99.,0.1359223301,99.,0.0291262136,99.,0.1262135922,99.,0.5825242718,99.,0.572815534,99.,0.4757281553,99.,0.,99.,0.0388349515,99.,0.8737864078,99.,0.5242718447,99.,0.5242718447
100.,0.4271844660,100.,0.0776699029,100.,0.1359223301,100.,0.0291262136,100.,0.1359223301,100.,0.5825242718,100.,0.572815534,100.,0.4757281553,100.,0.,100.,0.0388349515,100.,0.8737864078,100.,0.5242718447,100.,0.5242718447
101.,0.4271844660,101.,0.0776699029,101.,0.1359223301,101.,0.0291262136,101.,0.1359223301,101.,0.5825242718,101.,0.572815534,101.,0.4757281553,101.,0.,101.,0.0388349515,101.,0.8737864078,101.,0.5242718447,101.,0.5242718447
102.,0.4271844660,102.,0.0873786408,102.,0.1359223301,102.,0.0291262136,102.,0.1359223301,102.,0.5825242718,102.,0.572815534,102.,0.4757281553,102.,0.0097087379,102.,0.0388349515,102.,0.8737864078,102.,0.5242718447,102.,0.5242718447
103.,0.4271844660,103.,0.0873786408,103.,0.145631068,103.,0.0194174757,103.,0.1359223301,103.,0.572815534,103.,0.572815534,103.,0.4757281553,103.,0.0097087379,103.,0.0388349515,103.,0.8737864078,103.,0.5242718447,103.,0.5242718447
104.,0.4271844660,104.,0.0873786408,104.,0.145631068,104.,0.0291262136,104.,0.1359223301,104.,0.572815534,104.,0.572815534,104.,0.4757281553,104.,0.0097087379,104.,0.0388349515,104.,0.8737864078,104.,0.5242718447,104.,0.5242718447
105.,0.4271844660,105.,0.0873786408,105.,0.145631068,105.,0.0291262136,105.,0.1359223301,105.,0.572815534,105.,0.572815534,105.,0.4757281553,105.,0.,105.,0.0388349515,105.,0.8640776699,105.,0.5242718447,105.,0.5242718447
106.,0.4271844660,106.,0.0873786408,106.,0.145631068,106.,0.0291262136,106.,0.1359223301,106.,0.572815534,106.,0.572815534,106.,0.4757281553,106.,0.,106.,0.0388349515,106.,0.8640776699,106.,0.5242718447,106.,0.5242718447
107.,0.4271844660,107.,0.0873786408,107.,0.145631068,107.,0.0291262136,107.,0.1553398058,107.,0.572815534,107.,0.572815534,107.,0.4757281553,107.,0.,107.,0.0388349515,107.,0.8640776699,107.,0.5242718447,107.,0.5242718447
108.,0.4271844660,108.,0.0873786408,108.,0.145631068,108.,0.0291262136,108.,0.1553398058,108.,0.572815534,108.,0.572815534,108.,0.4757281553,108.,0.,108.,0.0388349515,108.,0.8640776699,108.,0.5242718447,108.,0.5242718447
109.,0.4271844660,109.,0.0873786408,109.,0.1553398058,109.,0.0291262136,109.,0.1553398058,109.,0.572815534,109.,0.572815534,109.,0.4757281553,109.,0.,109.,0.0388349515,109.,0.8543689320,109.,0.5242718447,109.,0.5242718447
110.,0.4368932039,110.,0.0873786408,110.,0.1553398058,110.,0.0291262136,110.,0.145631068,110.,0.572815534,110.,0.572815534,110.,0.4757281553,110.,0.,110.,0.0485436893,110.,0.8543689320,110.,0.5242718447,110.,0.5242718447
111.,0.4368932039,111.,0.0970873786,111.,0.1553398058,111.,0.0291262136,111.,0.1553398058,111.,0.572815534,111.,0.572815534,111.,0.4757281553,111.,0.,111.,0.0485436893,111.,0.8543689320,111.,0.5242718447,111.,0.5242718447
112.,0.4368932039,112.,0.0970873786,112.,0.1650485437,112.,0.0291262136,112.,0.1553398058,112.,0.572815534,112.,0.572815534,112.,0.4757281553,112.,0.,112.,0.0485436893,112.,0.8446601942,112.,0.5242718447,112.,0.5242718447
113.,0.4368932039,113.,0.0970873786,113.,0.1650485437,113.,0.0291262136,113.,0.1553398058,113.,0.572815534,113.,0.572815534,113.,0.4757281553,113.,0.,113.,0.0485436893,113.,0.8349514563,113.,0.5242718447,113.,0.5242718447
114.,0.4466019417,114.,0.0970873786,114.,0.1747572816,114.,0.0388349515,114.,0.145631068,114.,0.5631067961,114.,0.5631067961,114.,0.4757281553,114.,0.,114.,0.0485436893,114.,0.8349514563,114.,0.5242718447,114.,0.5242718447
115.,0.4466019417,115.,0.0873786408,115.,0.1844660194,115.,0.0485436893,115.,0.1553398058,115.,0.5631067961,115.,0.5631067961,115.,0.4757281553,115.,0.,115.,0.0485436893,115.,0.8349514563,115.,0.5242718447,115.,0.5242718447
116.,0.4466019417,116.,0.0776699029,116.,0.1941747573,116.,0.0582524272,116.,0.1553398058,116.,0.5631067961,116.,0.5631067961,116.,0.4757281553,116.,0.,116.,0.0582524272,116.,0.8252427184,116.,0.5242718447,116.,0.5242718447
117.,0.4466019417,117.,0.0776699029,117.,0.1941747573,117.,0.0679611650,117.,0.1553398058,117.,0.5631067961,117.,0.5533980583,117.,0.4757281553,117.,0.,117.,0.0582524272,117.,0.8155339806,117.,0.5242718447,117.,0.5242718447
118.,0.4466019417,118.,0.0776699029,118.,0.1941747573,118.,0.0679611650,118.,0.145631068,118.,0.5631067961,118.,0.5533980583,118.,0.4757281553,118.,0.,118.,0.0582524272,118.,0.8155339806,118.,0.5242718447,118.,0.5242718447
119.,0.4466019417,119.,0.0776699029,119.,0.1941747573,119.,0.0679611650,119.,0.1359223301,119.,0.5533980583,119.,0.5533980583,119.,0.4757281553,119.,0.0097087379,119.,0.0679611650,119.,0.8155339806,119.,0.5242718447,119.,0.5242718447
120.,0.4466019417,120.,0.0776699029,120.,0.1941747573,120.,0.0679611650,120.,0.1359223301,120.,0.5533980583,120.,0.5533980583,120.,0.4757281553,120.,0.0097087379,120.,0.0679611650,120.,0.8155339806,120.,0.5242718447,120.,0.5242718447
121.,0.4466019417,121.,0.0776699029,121.,0.1941747573,121.,0.0679611650,121.,0.1359223301,121.,0.5533980583,121.,0.5533980583,121.,0.4757281553,121.,0.0097087379,121.,0.0679611650,121.,0.8155339806,121.,0.5242718447,121.,0.5242718447
122.,0.4466019417,122.,0.0776699029,122.,0.1941747573,122.,0.0582524272,122.,0.1262135922,122.,0.5533980583,122.,0.5533980583,122.,0.4757281553,122.,0.,122.,0.0679611650,122.,0.8155339806,122.,0.5242718447,122.,0.5242718447
123.,0.4466019417,123.,0.0776699029,123.,0.2038834951,123.,0.0776699029,123.,0.1359223301,123.,0.5533980583,123.,0.5533980583,123.,0.4757281553,123.,0.,123.,0.0679611650,123.,0.8155339806,123.,0.5242718447,123.,0.5242718447
124.,0.4466019417,124.,0.0873786408,124.,0.2038834951,124.,0.0776699029,124.,0.145631068,124.,0.5533980583,124.,0.5533980583,124.,0.4757281553,124.,0.,124.,0.0679611650,124.,0.8155339806,124.,0.5242718447,124.,0.5242718447
125.,0.4466019417,125.,0.0970873786,125.,0.2135922330,125.,0.0776699029,125.,0.145631068,125.,0.5533980583,125.,0.5533980583,125.,0.4757281553,125.,0.,125.,0.0679611650,125.,0.8155339806,125.,0.5242718447,125.,0.5242718447
126.,0.4466019417,126.,0.0970873786,126.,0.2135922330,126.,0.0776699029,126.,0.1359223301,126.,0.5533980583,126.,0.5533980583,126.,0.4757281553,126.,0.,126.,0.0873786408,126.,0.8058252427,126.,0.5242718447,126.,0.5242718447
127.,0.4466019417,127.,0.0970873786,127.,0.2135922330,127.,0.0776699029,127.,0.1262135922,127.,0.5533980583,127.,0.5533980583,127.,0.4757281553,127.,0.,127.,0.0873786408,127.,0.8058252427,127.,0.5242718447,127.,0.5242718447
128.,0.4466019417,128.,0.0970873786,128.,0.2135922330,128.,0.0776699029,128.,0.1359223301,128.,0.5533980583,128.,0.5533980583,128.,0.4757281553,128.,0.,128.,0.0873786408,128.,0.8058252427,128.,0.5242718447,128.,0.5242718447
129.,0.4466019417,129.,0.0970873786,129.,0.2135922330,129.,0.0776699029,129.,0.1359223301,129.,0.5533980583,129.,0.5533980583,129.,0.4757281553,129.,0.,129.,0.0873786408,129.,0.7961165049,129.,0.5242718447,129.,0.5242718447
