CycD_x,CycD_y,CycE_x,CycE_y,CycA_x,CycA_y,CycB_x,CycB_y,E2F_x,E2F_y,p27_x,p27_y,Rb_x,Rb_y,YAP_x,YAP_y,Cdc20_x,Cdc20_y,UbcH10_x,UbcH10_y,cdh1_x,cdh1_y,NF2_x,NF2_y,LATS_x,LATS_y
18.,0.9,18.,0.09,18.,0.02,18.,0.02,18.,0.18,18.,0.13,18.,0.12,18.,0.6,18.,0.,18.,0.,18.,0.98,18.,0.35,18.,0.35
19.,0.91,19.,0.1,19.,0.02,19.,0.02,19.,0.2,19.,0.13,19.,0.11,19.,0.61,19.,0.01,19.,0.,19.,0.98,19.,0.35,19.,0.35
20.,0.91,20.,0.12,20.,0.02,20.,0.02,20.,0.2,20.,0.1,20.,0.11,20.,0.61,20.,0.01,20.,0.,20.,0.98,20.,0.35,20.,0.35
21.,0.9,21.,0.12,21.,0.02,21.,0.02,21.,0.21,21.,0.11,21.,0.11,21.,0.61,21.,0.01,21.,0.,21.,0.98,21.,0.35,21.,0.35
22.,0.9,22.,0.12,22.,0.02,22.,0.02,22.,0.22,22.,0.1,22.,0.11,22.,0.62,22.,0.01,22.,0.,22.,0.98,22.,0.35,22.,0.35
23.,0.89,23.,0.13,23.,0.03,23.,0.01,23.,0.22,23.,0.11,23.,0.11,23.,0.62,23.,0.01,23.,0.,23.,0.98,23.,0.35,23.,0.35
24.,0.89,24.,0.14,24.,0.02,24.,0.01,24.,0.23,24.,0.11,24.,0.11,24.,0.63,24.,0.01,24.,0.,24.,0.99,24.,0.35,24.,0.35
25.,0.88,25.,0.14,25.,0.02,25.,0.01,25.,0.25,25.,0.11,25.,0.11,25.,0.63,25.,0.01,25.,0.,25.,0.99,25.,0.35,25.,0.35
26.,0.89,26.,0.15,26.,0.02,26.,0.01,26.,0.26,26.,0.11,26.,0.11,26.,0.63,26.,0.01,26.,0.,26.,0.98,26.,0.35,26.,0.35
27.,0.89,27.,0.15,27.,0.03,27.,0.01,27.,0.28,27.,0.11,27.,0.12,27.,0.64,27.,0.01,27.,0.,27.,0.98,27.,0.35,27.,0.35
28.,0.89,28.,0.15,28.,0.03,28.,0.01,28.,0.29,28.,0.11,28.,0.11,28.,0.64,28.,0.01,28.,0.,28.,0.98,28.,0.35,28.,0.35
29.,0.89,29.,0.15,29.,0.03,29.,0.01,29.,0.3,29.,0.12,29.,0.11,29.,0.64,29.,0.01,29.,0.,29.,0.98,29.,0.35,29.,0.35
30.,0.88,30.,0.16,30.,0.04,30.,0.01,30.,0.29,30.,0.12,30.,0.11,30.,0.64,30.,0.01,30.,0.,30.,0.97,30.,0.35,30.,0.35
31.,0.87,31.,0.17,31.,0.05,31.,0.01,31.,0.29,31.,0.12,31.,0.11,31.,0.64,31.,0.01,31.,0.,31.,0.96,31.,0.35,31.,0.35
32.,0.87,32.,0.18,32.,0.05,32.,0.01,32.,0.28,32.,0.12,32.,0.12,32.,0.64,32.,0.,32.,0.,32.,0.96,32.,0.35,32.,0.35
33.,0.87,33.,0.2,33.,0.05,33.,0.01,33.,0.28,33.,0.12,33.,0.12,33.,0.64,33.,0.,33.,0.,33.,0.96,33.,0.35,33.,0.35
34.,0.87,34.,0.21,34.,0.05,34.,0.01,34.,0.3,34.,0.12,34.,0.12,34.,0.64,34.,0.,34.,0.,34.,0.96,34.,0.35,34.,0.35
35.,0.87,35.,0.21,35.,0.06,35.,0.01,35.,0.31,35.,0.12,35.,0.12,35.,0.64,35.,0.,35.,0.,35.,0.95,35.,0.35,35.,0.35
36.,0.87,36.,0.21,36.,0.06,36.,0.01,36.,0.3,36.,0.12,36.,0.12,36.,0.64,36.,0.,36.,0.,36.,0.95,36.,0.35,36.,0.35
37.,0.87,37.,0.22,37.,0.07,37.,0.01,37.,0.32,37.,0.12,37.,0.12,37.,0.65,37.,0.,37.,0.,37.,0.95,37.,0.35,37.,0.35
38.,0.87,38.,0.24,38.,0.08,38.,0.01,38.,0.32,38.,0.12,38.,0.12,38.,0.65,38.,0.,38.,0.,38.,0.95,38.,0.35,38.,0.35
39.,0.86,39.,0.24,39.,0.09,39.,0.01,39.,0.35,39.,0.12,39.,0.12,39.,0.65,39.,0.,39.,0.,39.,0.94,39.,0.35,39.,0.35
40.,0.86,40.,0.24,40.,0.09,40.,0.01,40.,0.37,40.,0.12,40.,0.13,40.,0.65,40.,0.,40.,0.,40.,0.94,40.,0.35,40.,0.35
41.,0.85,41.,0.27,41.,0.09,41.,0.01,41.,0.35,41.,0.12,41.,0.13,41.,0.65,41.,0.,41.,0.,41.,0.93,41.,0.35,41.,0.35
42.,0.85,42.,0.27,42.,0.1,42.,0.02,42.,0.35,42.,0.12,42.,0.13,42.,0.65,42.,0.,42.,0.,42.,0.93,42.,0.35,42.,0.35
43.,0.84,43.,0.28,43.,0.1,43.,0.02,43.,0.36,43.,0.13,43.,0.14,43.,0.65,43.,0.,43.,0.,43.,0.93,43.,0.35,43.,0.35
44.,0.84,44.,0.28,44.,0.1,44.,0.02,44.,0.35,44.,0.13,44.,0.14,44.,0.65,44.,0.,44.,0.,44.,0.91,44.,0.35,44.,0.35
45.,0.84,45.,0.28,45.,0.11,45.,0.02,45.,0.37,45.,0.14,45.,0.14,45.,0.65,45.,0.,45.,0.,45.,0.91,45.,0.35,45.,0.35
46.,0.84,46.,0.29,46.,0.11,46.,0.02,46.,0.37,46.,0.14,46.,0.14,46.,0.65,46.,0.,46.,0.01,46.,0.9,46.,0.35,46.,0.35
47.,0.83,47.,0.3,47.,0.11,47.,0.02,47.,0.37,47.,0.15,47.,0.14,47.,0.65,47.,0.,47.,0.02,47.,0.9,47.,0.35,47.,0.35
48.,0.8,48.,0.3,48.,0.14,48.,0.03,48.,0.36,48.,0.16,48.,0.14,48.,0.65,48.,0.,48.,0.02,48.,0.89,48.,0.35,48.,0.35
49.,0.8,49.,0.29,49.,0.15,49.,0.03,49.,0.35,49.,0.17,49.,0.15,49.,0.65,49.,0.,49.,0.02,49.,0.87,49.,0.35,49.,0.35
50.,0.79,50.,0.29,50.,0.16,50.,0.03,50.,0.34,50.,0.18,50.,0.15,50.,0.65,50.,0.,50.,0.03,50.,0.87,50.,0.35,50.,0.35
51.,0.78,51.,0.3,51.,0.16,51.,0.03,51.,0.32,51.,0.18,51.,0.17,51.,0.65,51.,0.,51.,0.03,51.,0.86,51.,0.35,51.,0.35
52.,0.78,52.,0.3,52.,0.16,52.,0.03,52.,0.33,52.,0.18,52.,0.17,52.,0.65,52.,0.,52.,0.03,52.,0.86,52.,0.35,52.,0.35
53.,0.78,53.,0.28,53.,0.17,53.,0.03,53.,0.34,53.,0.19,53.,0.18,53.,0.65,53.,0.,53.,0.04,53.,0.85,53.,0.35,53.,0.35
54.,0.78,54.,0.28,54.,0.18,54.,0.03,54.,0.34,54.,0.19,54.,0.18,54.,0.65,54.,0.,54.,0.05,54.,0.83,54.,0.35,54.,0.35
55.,0.77,55.,0.28,55.,0.18,55.,0.03,55.,0.33,55.,0.2,55.,0.18,55.,0.65,55.,0.,55.,0.05,55.,0.83,55.,0.35,55.,0.35
56.,0.77,56.,0.28,56.,0.18,56.,0.03,56.,0.35,56.,0.21,56.,0.19,56.,0.65,56.,0.,56.,0.05,56.,0.83,56.,0.35,56.,0.35
57.,0.77,57.,0.29,57.,0.18,57.,0.03,57.,0.34,57.,0.22,57.,0.2,57.,0.65,57.,0.,57.,0.05,57.,0.82,57.,0.35,57.,0.35
58.,0.77,58.,0.29,58.,0.19,58.,0.03,58.,0.35,58.,0.22,58.,0.2,58.,0.65,58.,0.,58.,0.05,58.,0.81,58.,0.35,58.,0.35
59.,0.77,59.,0.31,59.,0.2,59.,0.03,59.,0.34,59.,0.22,59.,0.2,59.,0.65,59.,0.,59.,0.06,59.,0.81,59.,0.35,59.,0.35
60.,0.76,60.,0.31,60.,0.21,60.,0.03,60.,0.33,60.,0.23,60.,0.21,60.,0.65,60.,0.,60.,0.06,60.,0.81,60.,0.35,60.,0.35
61.,0.76,61.,0.31,61.,0.21,61.,0.05,61.,0.32,61.,0.23,61.,0.21,61.,0.65,61.,0.,61.,0.06,61.,0.81,61.,0.35,61.,0.35
62.,0.76,62.,0.3,62.,0.21,62.,0.05,62.,0.31,62.,0.23,62.,0.21,62.,0.65,62.,0.,62.,0.06,62.,0.81,62.,0.35,62.,0.35
63.,0.76,63.,0.31,63.,0.21,63.,0.05,63.,0.31,63.,0.23,63.,0.23,63.,0.65,63.,0.,63.,0.07,63.,0.8,63.,0.35,63.,0.35
64.,0.76,64.,0.32,64.,0.22,64.,0.06,64.,0.31,64.,0.24,64.,0.23,64.,0.65,64.,0.,64.,0.07,64.,0.8,64.,0.35,64.,0.35
65.,0.76,65.,0.3,65.,0.22,65.,0.06,65.,0.32,65.,0.24,65.,0.23,65.,0.65,65.,0.,65.,0.07,65.,0.8,65.,0.35,65.,0.35
66.,0.76,66.,0.31,66.,0.22,66.,0.06,66.,0.31,66.,0.24,66.,0.23,66.,0.65,66.,0.,66.,0.07,66.,0.8,66.,0.35,66.,0.35
67.,0.76,67.,0.31,67.,0.22,67.,0.06,67.,0.31,67.,0.24,67.,0.23,67.,0.65,67.,0.,67.,0.08,67.,0.8,67.,0.35,67.,0.35
68.,0.76,68.,0.3,68.,0.22,68.,0.06,68.,0.31,68.,0.24,68.,0.23,68.,0.65,68.,0.,68.,0.08,68.,0.8,68.,0.35,68.,0.35
69.,0.76,69.,0.3,69.,0.22,69.,0.06,69.,0.3,69.,0.24,69.,0.23,69.,0.65,69.,0.,69.,0.09,69.,0.79,69.,0.35,69.,0.35
70.,0.76,70.,0.3,70.,0.22,70.,0.06,70.,0.3,70.,0.24,70.,0.24,70.,0.65,70.,0.,70.,0.09,70.,0.79,70.,0.35,70.,0.35
71.,0.75,71.,0.3,71.,0.23,71.,0.06,71.,0.31,71.,0.25,71.,0.24,71.,0.65,71.,0.,71.,0.09,71.,0.79,71.,0.35,71.,0.35
72.,0.75,72.,0.3,72.,0.23,72.,0.07,72.,0.31,72.,0.25,72.,0.24,72.,0.65,72.,0.,72.,0.09,72.,0.78,72.,0.35,72.,0.35
73.,0.75,73.,0.31,73.,0.23,73.,0.08,73.,0.32,73.,0.25,73.,0.24,73.,0.65,73.,0.01,73.,0.09,73.,0.79,73.,0.35,73.,0.35
74.,0.75,74.,0.31,74.,0.23,74.,0.08,74.,0.34,74.,0.25,74.,0.24,74.,0.65,74.,0.01,74.,0.09,74.,0.79,74.,0.35,74.,0.35
75.,0.75,75.,0.31,75.,0.24,75.,0.08,75.,0.34,75.,0.25,75.,0.24,75.,0.65,75.,0.02,75.,0.1,75.,0.79,75.,0.35,75.,0.35
76.,0.75,76.,0.33,76.,0.24,76.,0.08,76.,0.33,76.,0.25,76.,0.24,76.,0.65,76.,0.02,76.,0.1,76.,0.79,76.,0.35,76.,0.35
77.,0.75,77.,0.34,77.,0.24,77.,0.09,77.,0.33,77.,0.25,77.,0.24,77.,0.65,77.,0.02,77.,0.1,77.,0.78,77.,0.35,77.,0.35
78.,0.75,78.,0.34,78.,0.25,78.,0.09,78.,0.33,78.,0.25,78.,0.25,78.,0.65,78.,0.02,78.,0.1,78.,0.78,78.,0.35,78.,0.35
79.,0.75,79.,0.34,79.,0.25,79.,0.09,79.,0.32,79.,0.25,79.,0.25,79.,0.65,79.,0.02,79.,0.11,79.,0.77,79.,0.35,79.,0.35
80.,0.75,80.,0.36,80.,0.25,80.,0.09,80.,0.33,80.,0.25,80.,0.25,80.,0.65,80.,0.02,80.,0.11,80.,0.78,80.,0.35,80.,0.35
81.,0.75,81.,0.36,81.,0.26,81.,0.09,81.,0.33,81.,0.25,81.,0.25,81.,0.65,81.,0.02,81.,0.11,81.,0.78,81.,0.35,81.,0.35
82.,0.75,82.,0.36,82.,0.26,82.,0.09,82.,0.32,82.,0.25,82.,0.25,82.,0.65,82.,0.02,82.,0.11,82.,0.78,82.,0.35,82.,0.35
83.,0.75,83.,0.36,83.,0.26,83.,0.09,83.,0.34,83.,0.25,83.,0.25,83.,0.65,83.,0.02,83.,0.11,83.,0.77,83.,0.35,83.,0.35
84.,0.74,84.,0.38,84.,0.27,84.,0.08,84.,0.34,84.,0.25,84.,0.25,84.,0.65,84.,0.02,84.,0.11,84.,0.77,84.,0.35,84.,0.35
85.,0.73,85.,0.38,85.,0.27,85.,0.08,85.,0.32,85.,0.25,85.,0.25,85.,0.65,85.,0.03,85.,0.11,85.,0.77,85.,0.35,85.,0.35
86.,0.73,86.,0.38,86.,0.27,86.,0.08,86.,0.32,86.,0.25,86.,0.25,86.,0.65,86.,0.04,86.,0.12,86.,0.77,86.,0.35,86.,0.35
87.,0.72,87.,0.38,87.,0.27,87.,0.08,87.,0.32,87.,0.25,87.,0.25,87.,0.65,87.,0.04,87.,0.12,87.,0.76,87.,0.35,87.,0.35
88.,0.72,88.,0.38,88.,0.27,88.,0.08,88.,0.32,88.,0.27,88.,0.26,88.,0.65,88.,0.04,88.,0.12,88.,0.76,88.,0.35,88.,0.35
89.,0.72,89.,0.38,89.,0.27,89.,0.06,89.,0.31,89.,0.27,89.,0.26,89.,0.65,89.,0.03,89.,0.14,89.,0.76,89.,0.35,89.,0.35
90.,0.72,90.,0.38,90.,0.27,90.,0.06,90.,0.3,90.,0.27,90.,0.27,90.,0.65,90.,0.01,90.,0.14,90.,0.76,90.,0.35,90.,0.35
91.,0.7,91.,0.39,91.,0.28,91.,0.07,91.,0.31,91.,0.28,91.,0.27,91.,0.65,91.,0.01,91.,0.14,91.,0.76,91.,0.35,91.,0.35
92.,0.7,92.,0.39,92.,0.28,92.,0.07,92.,0.31,92.,0.28,92.,0.27,92.,0.65,92.,0.,92.,0.14,92.,0.76,92.,0.35,92.,0.35
93.,0.69,93.,0.39,93.,0.27,93.,0.08,93.,0.3,93.,0.28,93.,0.27,93.,0.65,93.,0.,93.,0.14,93.,0.76,93.,0.35,93.,0.35
94.,0.69,94.,0.39,94.,0.28,94.,0.09,94.,0.29,94.,0.28,94.,0.28,94.,0.65,94.,0.,94.,0.14,94.,0.75,94.,0.35,94.,0.35
95.,0.69,95.,0.39,95.,0.28,95.,0.09,95.,0.29,95.,0.29,95.,0.28,95.,0.65,95.,0.01,95.,0.14,95.,0.74,95.,0.35,95.,0.35
96.,0.69,96.,0.39,96.,0.28,96.,0.09,96.,0.31,96.,0.3,96.,0.29,96.,0.65,96.,0.01,96.,0.14,96.,0.74,96.,0.35,96.,0.35
97.,0.69,97.,0.4,97.,0.3,97.,0.09,97.,0.31,97.,0.31,97.,0.3,97.,0.65,97.,0.01,97.,0.14,97.,0.74,97.,0.35,97.,0.35
98.,0.69,98.,0.41,98.,0.3,98.,0.09,98.,0.31,98.,0.31,98.,0.31,98.,0.65,98.,0.01,98.,0.15,98.,0.73,98.,0.35,98.,0.35
99.,0.69,99.,0.42,99.,0.3,99.,0.09,99.,0.3,99.,0.31,99.,0.31,99.,0.65,99.,0.01,99.,0.15,99.,0.73,99.,0.35,99.,0.35
100.,0.69,100.,0.41,100.,0.29,100.,0.09,100.,0.29,100.,0.31,100.,0.31,100.,0.65,100.,0.01,100.,0.15,100.,0.73,100.,0.35,100.,0.35
101.,0.69,101.,0.39,101.,0.3,101.,0.09,101.,0.28,101.,0.31,101.,0.31,101.,0.65,101.,0.01,101.,0.15,101.,0.73,101.,0.35,101.,0.35
102.,0.68,102.,0.39,102.,0.3,102.,0.1,102.,0.27,102.,0.31,102.,0.31,102.,0.65,102.,0.01,102.,0.14,102.,0.73,102.,0.35,102.,0.35
103.,0.68,103.,0.39,103.,0.32,103.,0.11,103.,0.27,103.,0.31,103.,0.31,103.,0.65,103.,0.,103.,0.16,103.,0.73,103.,0.35,103.,0.35
104.,0.68,104.,0.4,104.,0.33,104.,0.11,104.,0.26,104.,0.32,104.,0.31,104.,0.65,104.,0.,104.,0.16,104.,0.73,104.,0.35,104.,0.35
105.,0.68,105.,0.4,105.,0.34,105.,0.11,105.,0.23,105.,0.32,105.,0.31,105.,0.65,105.,0.,105.,0.16,105.,0.72,105.,0.35,105.,0.35
106.,0.68,106.,0.4,106.,0.35,106.,0.11,106.,0.23,106.,0.32,106.,0.31,106.,0.65,106.,0.,106.,0.16,106.,0.72,106.,0.35,106.,0.35
107.,0.68,107.,0.39,107.,0.35,107.,0.11,107.,0.24,107.,0.32,107.,0.31,107.,0.65,107.,0.02,107.,0.15,107.,0.7,107.,0.35,107.,0.35
108.,0.68,108.,0.39,108.,0.35,108.,0.1,108.,0.24,108.,0.32,108.,0.32,108.,0.65,108.,0.02,108.,0.15,108.,0.69,108.,0.35,108.,0.35
109.,0.68,109.,0.38,109.,0.36,109.,0.11,109.,0.22,109.,0.32,109.,0.32,109.,0.65,109.,0.02,109.,0.15,109.,0.69,109.,0.35,109.,0.35
110.,0.67,110.,0.39,110.,0.36,110.,0.1,110.,0.21,110.,0.32,110.,0.32,110.,0.65,110.,0.02,110.,0.16,110.,0.7,110.,0.35,110.,0.35
111.,0.67,111.,0.39,111.,0.37,111.,0.13,111.,0.21,111.,0.32,111.,0.32,111.,0.65,111.,0.03,111.,0.16,111.,0.69,111.,0.35,111.,0.35
112.,0.66,112.,0.38,112.,0.36,112.,0.13,112.,0.21,112.,0.32,112.,0.32,112.,0.65,112.,0.04,112.,0.16,112.,0.67,112.,0.35,112.,0.35
113.,0.66,113.,0.39,113.,0.35,113.,0.13,113.,0.21,113.,0.32,113.,0.33,113.,0.65,113.,0.05,113.,0.16,113.,0.66,113.,0.35,113.,0.35
114.,0.66,114.,0.39,114.,0.35,114.,0.12,114.,0.2,114.,0.32,114.,0.33,114.,0.65,114.,0.05,114.,0.17,114.,0.66,114.,0.35,114.,0.35
115.,0.66,115.,0.37,115.,0.36,115.,0.13,115.,0.2,115.,0.32,115.,0.33,115.,0.65,115.,0.05,115.,0.17,115.,0.66,115.,0.35,115.,0.35
116.,0.66,116.,0.37,116.,0.36,116.,0.12,116.,0.19,116.,0.33,116.,0.33,116.,0.65,116.,0.06,116.,0.19,116.,0.68,116.,0.35,116.,0.35
117.,0.6633663366,117.,0.3564356436,117.,0.3465346535,117.,0.1089108911,117.,0.1782178218,117.,0.3465346535,117.,0.3465346535,117.,0.6534653465,117.,0.0396039604,117.,0.1881188119,117.,0.6831683168,117.,0.3465346535,117.,0.3465346535
118.,0.6633663366,118.,0.3564356436,118.,0.3366336634,118.,0.099009901,118.,0.1782178218,118.,0.3465346535,118.,0.3465346535,118.,0.6534653465,118.,0.0297029703,118.,0.1782178218,118.,0.6831683168,118.,0.3465346535,118.,0.3465346535
119.,0.6633663366,119.,0.3564356436,119.,0.3465346535,119.,0.1386138614,119.,0.1782178218,119.,0.3465346535,119.,0.3465346535,119.,0.6534653465,119.,0.0198019802,119.,0.1782178218,119.,0.6732673267,119.,0.3465346535,119.,0.3465346535
120.,0.6633663366,120.,0.3564356436,120.,0.3465346535,120.,0.1386138614,120.,0.1683168317,120.,0.3465346535,120.,0.3465346535,120.,0.6534653465,120.,0.0198019802,120.,0.1782178218,120.,0.6732673267,120.,0.3465346535,120.,0.3465346535
121.,0.6633663366,121.,0.3465346535,121.,0.3564356436,121.,0.1386138614,121.,0.1683168317,121.,0.3366336634,121.,0.3465346535,121.,0.6534653465,121.,0.0198019802,121.,0.1881188119,121.,0.6633663366,121.,0.3465346535,121.,0.3465346535
122.,0.6633663366,122.,0.3465346535,122.,0.3663366337,122.,0.1584158416,122.,0.1683168317,122.,0.3366336634,122.,0.3366336634,122.,0.6534653465,122.,0.0198019802,122.,0.1881188119,122.,0.6534653465,122.,0.3465346535,122.,0.3465346535
123.,0.6633663366,123.,0.3465346535,123.,0.3663366337,123.,0.1584158416,123.,0.1584158416,123.,0.3366336634,123.,0.3465346535,123.,0.6534653465,123.,0.0198019802,123.,0.1881188119,123.,0.6534653465,123.,0.3465346535,123.,0.3465346535
124.,0.6633663366,124.,0.3465346535,124.,0.3663366337,124.,0.1584158416,124.,0.1584158416,124.,0.3366336634,124.,0.3366336634,124.,0.6534653465,124.,0.0198019802,124.,0.1881188119,124.,0.6435643564,124.,0.3465346535,124.,0.3465346535
125.,0.6633663366,125.,0.3366336634,125.,0.3663366337,125.,0.1584158416,125.,0.1683168317,125.,0.3366336634,125.,0.3366336634,125.,0.6534653465,125.,0.0198019802,125.,0.198019802,125.,0.6435643564,125.,0.3465346535,125.,0.3465346535
126.,0.6633663366,126.,0.3267326733,126.,0.3663366337,126.,0.1584158416,126.,0.1584158416,126.,0.3366336634,126.,0.3366336634,126.,0.6534653465,126.,0.0198019802,126.,0.198019802,126.,0.6435643564,126.,0.3465346535,126.,0.3465346535
127.,0.6633663366,127.,0.3069306931,127.,0.3663366337,127.,0.1485148515,127.,0.1584158416,127.,0.3366336634,127.,0.3366336634,127.,0.6534653465,127.,0.0198019802,127.,0.198019802,127.,0.6435643564,127.,0.3465346535,127.,0.3465346535
128.,0.6633663366,128.,0.3069306931,128.,0.3663366337,128.,0.1584158416,128.,0.1683168317,128.,0.3366336634,128.,0.3366336634,128.,0.6534653465,128.,0.0297029703,128.,0.2079207921,128.,0.6435643564,128.,0.3465346535,128.,0.3465346535
129.,0.6633663366,129.,0.2871287129,129.,0.3663366337,129.,0.1584158416,129.,0.1683168317,129.,0.3366336634,129.,0.3366336634,129.,0.6534653465,129.,0.0198019802,129.,0.2079207921,129.,0.6435643564,129.,0.3465346535,129.,0.3465346535
130.,0.6633663366,130.,0.2871287129,130.,0.3762376238,130.,0.1683168317,130.,0.1782178218,130.,0.3366336634,130.,0.3366336634,130.,0.6534653465,130.,0.0198019802,130.,0.2079207921,130.,0.6435643564,130.,0.3465346535,130.,0.3465346535
131.,0.6633663366,131.,0.2772277228,131.,0.3762376238,131.,0.1683168317,131.,0.1782178218,131.,0.3366336634,131.,0.3366336634,131.,0.6534653465,131.,0.0198019802,131.,0.2178217822,131.,0.6336633663,131.,0.3465346535,131.,0.3465346535
132.,0.6633663366,132.,0.2673267327,132.,0.3762376238,132.,0.1683168317,132.,0.1782178218,132.,0.3366336634,132.,0.3366336634,132.,0.6534653465,132.,0.0198019802,132.,0.2178217822,132.,0.6336633663,132.,0.3465346535,132.,0.3465346535
133.,0.6633663366,133.,0.2673267327,133.,0.3762376238,133.,0.1683168317,133.,0.1782178218,133.,0.3366336634,133.,0.3366336634,133.,0.6534653465,133.,0.0198019802,133.,0.2277227723,133.,0.6237623762,133.,0.3465346535,133.,0.3465346535
134.,0.6633663366,134.,0.2673267327,134.,0.3762376238,134.,0.1683168317,134.,0.1782178218,134.,0.3366336634,134.,0.3366336634,134.,0.6534653465,134.,0.0198019802,134.,0.2376237624,134.,0.6237623762,134.,0.3465346535,134.,0.3465346535
135.,0.6633663366,135.,0.2673267327,135.,0.3762376238,135.,0.1683168317,135.,0.198019802,135.,0.3366336634,135.,0.3366336634,135.,0.6534653465,135.,0.0198019802,135.,0.2376237624,135.,0.6237623762,135.,0.3465346535,135.,0.3465346535
136.,0.6633663366,136.,0.2772277228,136.,0.3861386139,136.,0.1683168317,136.,0.198019802,136.,0.3366336634,136.,0.3366336634,136.,0.6534653465,136.,0.0198019802,136.,0.2376237624,136.,0.6237623762,136.,0.3465346535,136.,0.3465346535
137.,0.6633663366,137.,0.2772277228,137.,0.396039604,137.,0.1683168317,137.,0.198019802,137.,0.3366336634,137.,0.3366336634,137.,0.6534653465,137.,0.0297029703,137.,0.2376237624,137.,0.6237623762,137.,0.3465346535,137.,0.3465346535
138.,0.6633663366,138.,0.2871287129,138.,0.3861386139,138.,0.1683168317,138.,0.1881188119,138.,0.3366336634,138.,0.3366336634,138.,0.6534653465,138.,0.0396039604,138.,0.2475247525,138.,0.6237623762,138.,0.3465346535,138.,0.3465346535
139.,0.6633663366,139.,0.297029703,139.,0.3861386139,139.,0.1683168317,139.,0.198019802,139.,0.3366336634,139.,0.3366336634,139.,0.6534653465,139.,0.0396039604,139.,0.2475247525,139.,0.6237623762,139.,0.3465346535,139.,0.3465346535
140.,0.6633663366,140.,0.297029703,140.,0.3861386139,140.,0.1683168317,140.,0.198019802,140.,0.3366336634,140.,0.3366336634,140.,0.6534653465,140.,0.0396039604,140.,0.2475247525,140.,0.6138613861,140.,0.3465346535,140.,0.3465346535
